ECG,EMG,foot GSR,hand GSR,HR,RESP
0.008,-0.001,2.379,11.262,71.0,10.476
0.007,-0.0032,2.377,11.26,71.0,10.484
-0.375,-0.0003,2.377,11.253,71.0,10.496
0.033,-0.0059,2.375,11.25,71.0,10.504
0.046,-0.0002,2.373,11.246,71.0,10.492
-0.001,-0.0003,2.372,11.242,71.0,10.48
-0.039,-0.0114,2.372,11.24,71.0,10.476
0.057,-0.0179,2.369,11.237,71.0,10.492
0.024,-0.0037,2.368,11.235,71.0,10.532
-0.035,-0.0048,2.367,11.232,71.0,10.616
-0.06,-0.0103,2.365,11.23,71.0,10.7
-0.081,-0.0029,2.363,11.227,71.0,10.734
-0.052,-0.0083,2.362,11.225,71.0,10.724
-0.582,-0.0033,2.362,11.221,71.0,10.678
-0.044,-0.0049,2.362,11.22,71.0,10.584
-0.025,0.0048,2.359,11.216,71.0,10.494
-0.061,-0.0082,2.358,11.214,181.0,10.424
-0.124,-0.0031,2.357,11.212,181.0,10.388
-0.131,-0.0144,2.357,11.212,181.0,10.414
-0.141,-0.0041,2.354,11.21,181.0,10.506
-0.156,-0.0103,2.354,11.208,181.0,10.602
-0.17,0.0027,2.352,11.205,181.0,10.666
-0.185,-0.0016,2.352,11.203,181.0,10.714
-0.183,0.0,2.352,11.202,181.0,10.764
-0.672,-0.0051,2.349,11.198,181.0,10.812
-0.138,-0.0053,2.349,11.195,181.0,10.842
-0.113,-0.0044,2.344,11.184,181.0,10.858
-0.13,-0.0082,2.342,11.182,181.0,10.866
-0.092,-0.0093,2.342,11.179,181.0,10.864
-0.106,-0.0022,2.342,11.175,181.0,10.846
-0.078,-0.0035,2.339,11.173,181.0,10.836
-0.121,-0.0018,2.337,11.17,181.0,10.83
-0.426,-0.0102,2.337,11.168,181.0,10.772
0.003,-0.0021,2.334,11.164,181.0,10.742
0.0,-0.0014,2.334,11.16,181.0,10.746
-0.073,-0.009,2.334,11.158,181.0,10.782
0.004,-0.0184,2.332,11.154,181.0,10.794
0.024,-0.0081,2.332,11.15,181.0,10.798
0.044,-0.0172,2.329,11.147,181.0,10.842
0.006,-0.0074,2.328,11.149,181.0,11.004
-0.003,-0.001,2.327,11.165,181.0,11.274
-0.025,-0.0026,2.327,11.18,181.0,11.612
-0.037,0.0176,2.324,11.2,181.0,11.96
-0.262,-0.0042,2.323,11.216,181.0,12.176
-0.26,-0.0076,2.322,11.234,181.0,12.27
-0.018,-0.0354,2.322,11.247,181.0,12.364
-0.031,0.0,2.322,11.256,181.0,12.504
-0.059,-0.0134,2.319,11.265,181.0,12.668
-0.072,0.0116,2.317,11.271,181.0,12.768
-0.097,0.0012,2.318,11.275,181.0,12.732
-0.073,-0.0097,2.315,11.274,181.0,12.522
-0.111,-0.0161,2.314,11.277,181.0,12.308
-0.263,-0.0197,2.314,11.279,181.0,12.11
-0.28,0.0159,2.312,11.279,132.0,11.95
-0.239,0.0092,2.312,11.28,132.0,11.832
-0.493,0.0058,2.309,11.277,132.0,11.744
-0.071,-0.0178,2.307,11.257,132.0,11.672
-0.071,-0.0178,2.307,11.257,132.0,11.598
-0.031,-0.0039,2.304,11.251,132.0,11.486
-0.095,0.0031,2.303,11.247,132.0,11.314
-0.096,0.0234,2.302,11.247,132.0,11.11
-0.088,0.0257,2.302,11.252,132.0,10.908
-0.077,0.0238,2.3,11.256,132.0,10.726
-0.073,0.0195,2.3,11.253,132.0,10.558
-0.08,-0.0031,2.297,11.247,132.0,10.418
-0.041,-0.0014,2.297,11.238,132.0,10.328
-0.578,-0.013,2.297,11.231,132.0,10.296
0.002,-0.0105,2.295,11.225,169.0,10.266
0.02,-0.0186,2.293,11.221,169.0,10.192
-0.035,-0.0119,2.292,11.216,169.0,10.124
-0.07,-0.0109,2.292,11.214,169.0,10.082
-0.044,-0.0162,2.291,11.212,169.0,10.008
-0.031,-0.0104,2.29,11.214,169.0,9.916
-0.029,-0.0065,2.29,11.22,169.0,9.82
-0.026,-0.0055,2.287,11.225,169.0,9.688
-0.022,-0.0107,2.287,11.226,169.0,9.638
-0.009,-0.0053,2.286,11.226,169.0,9.566
-0.019,-0.0024,2.285,11.23,169.0,9.5
0.001,-0.0102,2.283,11.229,169.0,9.462
-0.464,-0.0029,2.283,11.227,169.0,9.454
0.076,-0.0026,2.283,11.221,169.0,9.482
0.101,-0.0011,2.282,11.214,169.0,9.548
0.045,0.0003,2.281,11.209,169.0,9.636
0.032,-0.0083,2.28,11.203,169.0,9.728
0.048,-0.01,2.277,11.196,169.0,9.832
0.045,-0.0137,2.277,11.186,169.0,9.946
0.051,-0.0049,2.276,11.176,169.0,10.062
0.051,0.0036,2.275,11.164,169.0,10.174
0.052,0.0103,2.273,11.154,169.0,10.278
0.055,-0.048,2.272,11.144,169.0,10.35
-0.342,-0.0203,2.272,11.144,169.0,10.396
0.059,-0.0148,2.272,11.144,169.0,10.462
0.136,-0.0164,2.272,11.143,169.0,10.568
0.13,-0.001,2.27,11.14,169.0,10.714
0.033,-0.0342,2.268,11.138,169.0,10.974
0.063,-0.0216,2.267,11.132,169.0,11.24
0.07,-0.0176,2.267,11.126,169.0,11.4
0.07,-0.0108,2.265,11.125,169.0,11.496
0.077,-0.017,2.263,11.127,169.0,11.528
0.074,-0.0163,2.262,11.143,169.0,11.516
0.074,-0.0174,2.262,11.156,169.0,11.468
0.033,-0.0159,2.262,11.16,169.0,11.408
0.06,-0.0072,2.261,11.162,169.0,11.362
-0.462,-0.0094,2.26,11.163,169.0,11.32
0.091,0.0,2.258,11.167,169.0,11.272
0.095,-0.0049,2.257,11.172,169.0,11.214
0.034,0.0007,2.257,11.174,169.0,11.212
0.004,-0.0114,2.256,11.174,169.0,11.262
0.009,-0.0024,2.255,11.172,169.0,11.33
0.0,-0.0051,2.252,11.168,169.0,11.386
-0.006,0.0014,2.252,11.16,169.0,11.402
-0.015,-0.0026,2.252,11.155,169.0,11.366
-0.014,0.0032,2.252,11.151,169.0,11.292
-0.032,-0.0036,2.251,11.146,169.0,11.2
-0.039,0.0004,2.25,11.14,169.0,11.118
-0.449,0.0037,2.248,11.138,169.0,11.04
0.019,-0.0031,2.247,11.137,78.0,0.0
0.024,-0.0057,2.247,11.137,78.0,0.0
-0.039,-0.0059,2.246,11.133,78.0,10.878
-0.019,-0.0042,2.245,11.132,78.0,10.9
-0.007,-0.0012,2.243,11.128,78.0,10.958
-0.018,0.0056,2.242,11.121,78.0,11.03
-0.034,0.0008,2.242,11.111,78.0,11.064
-0.034,-0.0012,2.241,11.09,78.0,11.096
-0.038,-0.005,2.24,11.068,78.0,11.118
-0.026,-0.0057,2.238,11.067,78.0,11.14
-0.411,0.0004,2.237,11.061,78.0,11.156
0.0,0.0004,2.235,11.045,80.0,11.168
-0.041,0.0065,2.232,11.043,80.0,11.18
-0.054,-0.0031,2.232,11.041,80.0,11.192
-0.07,0.0074,2.231,11.04,80.0,11.21
-0.065,0.0107,2.23,11.039,80.0,11.224
-0.062,0.0079,2.23,11.035,80.0,11.244
-0.061,0.0093,2.228,11.031,80.0,11.236
-0.057,0.0079,2.227,11.029,80.0,11.188
-0.431,0.0012,2.227,11.026,80.0,11.108
-0.012,-0.0009,2.225,11.023,80.0,11.008
0.024,0.0013,2.225,11.019,80.0,10.894
0.011,-0.0009,2.222,11.016,80.0,10.782
-0.021,-0.0189,2.222,11.013,80.0,10.706
0.068,-0.0174,2.222,10.992,112.0,10.68
0.074,-0.0113,2.222,10.972,112.0,10.68
0.083,-0.007,2.221,10.97,112.0,10.684
0.088,-0.0056,2.22,10.972,112.0,10.688
0.102,-0.004,2.218,10.981,112.0,10.66
-0.284,-0.0025,2.217,10.985,112.0,10.634
0.116,-0.0048,2.217,10.985,93.0,10.572
0.14,-0.0039,2.215,10.983,93.0,10.502
0.047,-0.0121,2.215,10.98,93.0,10.438
0.153,-0.0116,2.214,10.978,93.0,10.392
0.15,-0.0064,2.213,10.978,93.0,10.358
0.133,-0.0064,2.213,10.975,93.0,10.336
0.115,-0.0081,2.213,10.973,93.0,10.326
-0.284,-0.0034,2.21,10.968,93.0,10.316
-0.284,-0.0034,2.21,10.968,101.0,10.324
0.022,-0.0064,2.208,10.962,101.0,10.336
0.076,-0.006,2.208,10.959,101.0,10.338
-0.011,-0.0111,2.208,10.956,101.0,10.33
0.02,-0.0169,2.205,10.954,101.0,10.318
0.009,-0.0081,2.205,10.951,101.0,10.318
0.0,-0.0082,2.203,10.949,101.0,10.334
-0.007,-0.0007,2.203,10.945,101.0,10.35
-0.017,0.0012,2.203,10.944,101.0,10.368
-0.009,0.0006,2.203,10.941,101.0,10.396
-0.515,0.0018,2.203,10.937,101.0,10.434
0.026,0.0005,2.203,10.927,101.0,10.468
0.025,-0.0004,2.2,10.907,101.0,10.5
-0.012,0.004,2.2,10.914,101.0,10.522
-0.05,-0.0112,2.2,10.916,101.0,10.544
-0.036,-0.0142,2.198,10.916,101.0,10.568
-0.046,-0.008,2.198,10.916,101.0,10.598
-0.053,-0.0117,2.198,10.912,101.0,10.634
-0.061,-0.0136,2.196,10.908,101.0,10.654
-0.069,-0.0093,2.195,10.906,101.0,10.67
-0.442,-0.0036,2.195,10.904,101.0,10.68
-0.112,-0.0038,2.195,10.902,101.0,10.68
-0.022,-0.0015,2.194,10.898,101.0,10.672
-0.034,0.0025,2.193,10.896,101.0,10.66
-0.106,-0.0046,2.193,10.893,88.0,10.648
-0.073,-0.0119,2.193,10.891,88.0,10.638
-0.066,-0.0095,2.19,10.887,88.0,10.672
-0.058,-0.0056,2.189,10.884,88.0,10.672
-0.051,0.0015,2.188,10.882,88.0,10.68
-0.035,-0.0094,2.188,10.877,88.0,10.684
-0.435,-0.0049,2.188,10.874,88.0,10.678
0.004,0.0001,2.186,10.869,88.0,10.656
0.025,-0.003,2.185,10.867,88.0,10.622
-0.008,-0.004,2.184,10.864,88.0,10.612
-0.033,-0.007,2.183,10.857,86.0,10.616
0.034,-0.009,2.183,10.838,86.0,10.626
0.037,-0.0003,2.183,10.83,86.0,10.616
0.042,-0.0016,2.183,10.827,86.0,10.598
0.034,-0.0082,2.183,10.826,86.0,10.578
0.039,-0.0083,2.18,10.825,86.0,10.554
-0.369,-0.0022,2.18,10.819,86.0,10.536
0.06,-0.0007,2.179,10.819,91.0,10.516
0.089,-0.0056,2.178,10.819,91.0,10.502
0.053,0.0037,2.178,10.819,91.0,10.484
-0.005,-0.0117,2.175,10.819,91.0,10.47
0.048,-0.0125,2.175,10.817,91.0,10.46
0.045,-0.0069,2.175,10.819,91.0,10.456
0.036,-0.008,2.173,10.816,91.0,10.468
0.035,-0.001,2.173,10.817,91.0,10.494
0.026,0.0002,2.173,10.82,91.0,10.544
0.046,-0.0026,2.173,10.826,91.0,10.62
-0.468,-0.0068,2.173,10.836,91.0,10.684
0.086,0.0021,2.171,10.848,87.0,10.726
0.094,0.0037,2.17,10.864,87.0,10.722
0.042,0.0024,2.17,10.886,87.0,10.688
0.006,-0.0158,2.169,10.909,87.0,10.646
0.021,-0.0116,2.168,10.966,87.0,10.602
0.011,-0.0013,2.168,10.995,87.0,10.55
0.002,-0.0045,2.168,11.025,87.0,10.502
-0.007,-0.0015,2.168,11.051,87.0,10.468
0.002,-0.0042,2.168,11.078,87.0,10.496
-0.467,-0.0049,2.166,11.103,87.0,10.606
0.052,-0.0005,2.168,11.128,83.0,10.716
0.062,0.0026,2.168,11.152,83.0,10.728
0.018,0.0017,2.168,11.17,83.0,10.632
-0.014,-0.0179,2.169,11.189,83.0,10.47
0.013,-0.0125,2.17,11.205,83.0,10.296
0.008,-0.004,2.171,11.22,83.0,10.172
0.003,-0.0115,2.173,11.231,83.0,10.096
0.0,-0.0076,2.173,11.241,83.0,10.058
0.0,-0.0028,2.173,11.25,83.0,10.052
-0.01,-0.0047,2.175,11.256,83.0,10.072
0.012,-0.0034,2.178,11.262,83.0,10.096
-0.458,-0.0078,2.179,11.267,83.0,10.13
0.053,-0.0069,2.18,11.27,78.0,10.142
0.056,-0.0058,2.18,11.272,78.0,10.148
0.01,0.0005,2.183,11.274,78.0,10.152
-0.006,-0.0113,2.183,11.276,78.0,10.156
0.02,-0.0046,2.183,11.276,78.0,10.162
0.024,-0.001,2.184,11.274,78.0,10.172
0.021,-0.001,2.185,11.271,78.0,10.19
0.017,-0.0017,2.185,11.266,78.0,10.204
0.019,-0.0001,2.185,11.261,78.0,10.222
0.022,-0.003,2.185,11.255,78.0,10.236
0.023,-0.0025,2.185,11.248,78.0,10.238
-0.289,0.0,2.185,11.241,78.0,10.23
-0.011,-0.006,2.185,11.232,74.0,10.224
0.102,-0.0087,2.185,11.225,74.0,10.216
0.094,0.0,2.185,11.218,74.0,10.206
0.019,-0.0063,2.186,11.209,74.0,10.204
0.089,-0.0152,2.185,11.201,74.0,10.206
0.1,-0.0078,2.185,11.194,74.0,10.214
0.097,-0.0048,2.185,11.185,74.0,10.214
0.101,-0.0012,2.185,11.176,74.0,10.222
0.109,-0.0011,2.184,11.168,74.0,10.224
0.104,-0.0085,2.183,11.158,74.0,10.228
0.135,-0.0012,2.183,11.14,74.0,10.23
0.148,-0.0002,2.183,11.133,81.0,10.238
0.135,-0.0005,2.183,11.124,81.0,10.236
0.04,0.0002,2.18,11.117,81.0,10.236
0.097,-0.0172,2.18,11.111,81.0,10.236
0.126,-0.0082,2.179,11.104,81.0,10.23
0.116,-0.0043,2.179,11.098,81.0,10.23
0.112,0.0,2.178,11.089,81.0,10.226
0.107,-0.0028,2.178,11.083,81.0,10.23
0.089,-0.0059,2.175,11.077,81.0,10.234
0.102,-0.0035,2.175,11.072,81.0,10.25
-0.362,-0.0029,2.174,11.066,81.0,10.272
0.129,-0.0021,2.173,11.058,83.0,10.3
0.131,-0.0119,2.173,11.052,83.0,10.326
0.081,-0.0004,2.173,11.046,83.0,10.478
0.05,-0.0158,2.17,11.039,83.0,10.55
0.072,-0.0087,2.17,11.034,83.0,10.622
0.066,-0.0034,2.17,11.03,83.0,10.672
0.06,-0.0009,2.168,11.024,83.0,10.724
0.058,-0.0033,2.168,11.017,83.0,10.78
0.054,-0.0073,2.168,11.014,83.0,10.82
0.042,-0.0034,2.166,11.006,83.0,10.864
0.055,0.0013,2.165,11.0,83.0,10.902
-0.46,-0.006,2.165,10.995,83.0,10.93
0.11,-0.0023,2.163,10.989,77.0,10.96
0.096,0.0028,2.163,10.988,77.0,10.968
0.06,0.0049,2.163,10.995,77.0,10.948
-0.007,-0.0109,2.163,11.0,77.0,10.912
0.039,-0.0118,2.163,11.006,77.0,10.868
0.018,-0.0068,2.163,11.026,77.0,10.826
0.0,-0.0115,2.163,11.034,77.0,10.776
0.007,-0.0045,2.161,11.033,77.0,10.728
-0.002,-0.0225,2.161,11.031,77.0,10.698
-0.021,-0.01,2.16,11.025,77.0,10.66
-0.16,-0.0122,2.16,11.024,77.0,10.626
-0.236,-0.0106,2.159,11.019,77.0,10.59
0.059,-0.0094,2.158,11.015,77.0,10.554
0.09,-0.0107,2.158,11.016,77.0,10.522
0.16,-0.0027,2.158,11.015,77.0,10.512
0.039,-0.023,2.158,11.014,77.0,10.51
0.079,-0.0156,2.156,11.014,77.0,10.518
0.187,0.0023,2.156,11.013,77.0,10.524
0.116,0.0021,2.158,11.019,77.0,10.536
0.047,0.0085,2.158,11.018,77.0,10.548
0.047,0.0078,2.155,11.014,77.0,10.55
-0.32,0.0059,2.155,11.011,77.0,10.55
0.076,-0.0016,2.153,11.008,140.0,10.538
0.081,0.0081,2.153,11.002,140.0,10.526
0.105,0.0066,2.153,10.998,140.0,10.524
0.057,0.0024,2.153,11.0,140.0,10.534
0.082,-0.0134,2.15,11.005,140.0,10.558
0.059,-0.006,2.15,11.016,140.0,10.584
0.099,-0.0111,2.149,11.033,140.0,10.584
0.115,-0.0179,2.148,11.051,140.0,10.576
0.168,-0.0115,2.15,11.067,140.0,10.558
-0.075,0.0076,2.15,11.085,140.0,10.548
0.141,-0.0053,2.149,11.109,140.0,10.55
0.244,-0.0003,2.148,11.145,140.0,10.566
0.225,-0.0003,2.148,11.184,140.0,10.594
0.15,-0.0076,2.148,11.224,140.0,10.612
0.179,-0.0175,2.148,11.288,140.0,10.62
0.165,-0.0087,2.148,11.362,140.0,10.616
0.156,-0.013,2.148,11.421,140.0,10.622
0.142,-0.003,2.148,11.485,140.0,10.634
0.135,-0.0055,2.148,11.557,140.0,10.654
-0.223,-0.0005,2.148,11.619,140.0,10.65
0.153,-0.0021,2.148,11.664,95.0,10.642
0.155,0.0007,2.149,11.701,95.0,10.632
0.125,0.0058,2.15,11.736,95.0,10.614
0.08,-0.01,2.153,11.762,95.0,10.614
0.113,-0.0154,2.154,11.784,95.0,10.724
0.107,-0.0063,2.155,11.802,95.0,10.706
0.099,0.0026,2.158,11.817,95.0,10.656
0.083,-0.0094,2.158,11.831,95.0,10.58
0.099,-0.0064,2.161,11.846,95.0,10.492
-0.285,-0.0022,2.163,11.861,95.0,10.414
0.114,-0.0025,2.164,11.876,95.0,10.394
0.111,0.0011,2.166,11.893,95.0,10.416
0.073,0.0013,2.169,11.91,95.0,10.466
0.095,-0.0206,2.171,11.961,95.0,10.518
0.074,-0.0048,2.176,11.976,95.0,10.568
0.058,-0.0056,2.178,11.991,95.0,10.57
0.053,0.0053,2.18,12.005,95.0,10.546
-0.252,-0.0133,2.183,12.02,95.0,10.546
0.105,-0.0025,2.184,12.031,95.0,10.582
0.094,-0.0002,2.186,12.041,95.0,10.622
0.026,0.0019,2.188,12.053,95.0,10.694
0.085,-0.0138,2.19,12.069,95.0,10.688
0.076,-0.0044,2.194,12.074,95.0,10.668
0.073,-0.0008,2.196,12.078,95.0,10.642
0.07,-0.0036,2.198,12.08,95.0,10.59
-0.204,0.0092,2.2,12.082,95.0,10.512
0.012,-0.0037,2.203,12.083,95.0,10.444
0.115,-0.0036,2.203,12.082,95.0,10.396
0.108,0.0008,2.205,12.082,95.0,10.356
0.044,-0.0088,2.208,12.08,95.0,10.314
0.088,-0.0187,2.209,12.076,95.0,10.262
0.089,-0.0147,2.211,12.069,95.0,10.244
0.081,-0.0039,2.213,12.061,95.0,10.196
0.078,-0.0042,2.213,12.053,95.0,10.124
0.066,-0.0015,2.215,12.045,95.0,10.058
0.097,-0.0021,2.216,12.036,95.0,9.996
-0.37,-0.0032,2.217,12.026,95.0,9.926
0.114,-0.0095,2.218,12.018,89.0,9.872
0.114,-0.0017,2.22,12.007,89.0,9.854
0.054,-0.0048,2.221,11.997,89.0,9.874
0.056,-0.017,2.222,11.984,89.0,9.916
0.059,-0.0099,2.222,11.973,89.0,9.96
0.057,-0.0064,2.223,11.961,89.0,10.02
0.048,-0.0044,2.222,11.947,89.0,10.098
0.04,-0.0049,2.225,11.934,89.0,10.182
0.027,-0.0056,2.225,11.921,89.0,10.25
-0.182,0.0001,2.227,11.907,89.0,10.304
-0.127,-0.0167,2.227,11.894,89.0,10.34
0.079,-0.0014,2.227,11.88,89.0,10.346
0.071,0.005,2.227,11.866,89.0,10.326
0.003,-0.0054,2.23,11.854,89.0,10.294
0.036,-0.0169,2.23,11.84,114.0,10.304
0.037,-0.0144,2.23,11.827,114.0,10.33
0.035,-0.0119,2.23,11.815,114.0,10.36
0.028,-0.0076,2.232,11.807,114.0,10.348
0.025,-0.0027,2.232,11.796,114.0,10.328
0.012,-0.0039,2.232,11.782,114.0,10.282
0.02,0.0013,2.232,11.769,114.0,10.228
-0.36,-0.0011,2.232,11.754,114.0,10.178
0.058,-0.0067,2.232,11.742,114.0,10.142
0.069,-0.0003,2.232,11.731,114.0,10.126
0.049,0.0001,2.232,11.718,114.0,10.104
0.004,-0.0112,2.232,11.706,80.0,10.082
0.032,-0.0096,2.232,11.696,80.0,10.052
0.031,-0.0005,2.232,11.683,80.0,10.03
0.028,-0.0063,2.232,11.671,80.0,10.016
0.027,-0.0068,2.231,11.658,80.0,10.012
0.025,-0.0063,2.23,11.649,80.0,10.002
0.011,-0.0046,2.23,11.638,80.0,9.994
-0.062,0.0042,2.228,11.629,80.0,9.99
-0.246,-0.0062,2.227,11.62,80.0,9.976
0.061,0.0009,2.227,11.611,80.0,9.95
0.054,0.0043,2.227,11.599,80.0,9.916
-0.021,-0.0047,2.227,11.593,80.0,9.896
0.044,-0.0168,2.225,11.583,80.0,9.882
0.05,-0.0111,2.225,11.573,80.0,9.864
0.043,-0.007,2.222,11.564,80.0,9.858
0.041,-0.0043,2.222,11.556,80.0,9.87
0.044,-0.006,2.222,11.548,80.0,9.872
0.049,-0.0039,2.222,11.539,80.0,9.868
-0.3,-0.002,2.22,11.533,80.0,9.868
0.073,-0.0085,2.22,11.526,80.0,9.872
0.106,0.0043,2.217,11.518,80.0,9.808
0.084,0.0011,2.217,11.512,80.0,9.776
0.032,-0.0121,2.216,11.507,80.0,9.74
0.092,-0.0142,2.215,11.503,87.0,9.706
0.096,-0.0051,2.213,11.496,87.0,9.684
0.087,-0.0045,2.214,11.491,87.0,9.67
0.086,0.0003,2.213,11.486,87.0,9.674
0.087,-0.0015,2.213,11.481,87.0,9.686
0.078,-0.007,2.21,11.476,87.0,9.716
-0.127,-0.0015,2.21,11.473,87.0,9.754
-0.093,-0.0156,2.21,11.467,82.0,9.808
0.128,0.0018,2.208,11.464,82.0,9.864
0.127,0.0,2.208,11.46,82.0,9.928
0.054,-0.0027,2.206,11.456,82.0,9.996
0.079,-0.0148,2.205,11.454,82.0,10.036
0.073,-0.0058,2.203,11.45,82.0,10.082
0.067,0.0008,2.203,11.45,82.0,10.292
0.058,-0.0083,2.203,11.451,82.0,10.4
0.052,-0.0084,2.203,11.457,82.0,10.49
0.036,-0.0094,2.203,11.465,82.0,10.57
0.062,-0.0079,2.2,11.476,82.0,10.62
-0.368,-0.0024,2.2,11.488,82.0,10.61
0.087,0.001,2.2,11.505,82.0,10.556
0.089,0.0041,2.198,11.521,82.0,10.518
0.039,0.0042,2.198,11.538,82.0,10.522
0.035,-0.0167,2.198,11.556,94.0,10.534
0.05,-0.0109,2.198,11.572,94.0,10.558
0.044,0.0004,2.198,11.588,94.0,10.534
0.043,0.0008,2.198,11.601,94.0,10.49
0.043,0.0005,2.198,11.614,94.0,10.456
0.031,-0.0087,2.198,11.625,94.0,10.458
0.038,-0.0051,2.198,11.634,94.0,10.47
-0.351,0.001,2.2,11.643,94.0,10.458
0.072,-0.0067,2.203,11.65,94.0,10.45
0.074,0.0035,2.203,11.657,94.0,10.458
0.037,0.0017,2.205,11.661,94.0,10.446
0.008,-0.016,2.206,11.665,94.0,10.458
0.031,-0.012,2.208,11.667,94.0,10.446
0.021,-0.0107,2.21,11.667,94.0,10.476
0.015,-0.013,2.213,11.669,94.0,10.466
0.016,-0.0093,2.214,11.669,94.0,10.454
0.006,-0.0052,2.217,11.671,94.0,10.45
0.04,0.0039,2.218,11.672,94.0,10.458
-0.337,0.0006,2.222,11.677,94.0,10.47
0.065,0.0004,2.223,11.681,94.0,10.488
-0.002,-0.0011,2.226,11.684,94.0,10.496
0.028,-0.0173,2.227,11.686,86.0,10.502
0.041,-0.0111,2.228,11.689,86.0,10.5
0.032,-0.0011,2.23,11.691,86.0,10.504
0.031,0.0014,2.231,11.694,86.0,10.504
0.035,-0.0019,2.233,11.696,86.0,10.506
0.025,-0.0055,2.232,11.696,86.0,10.5
-0.034,0.0,2.233,11.696,86.0,10.5
-0.27,-0.0142,2.235,11.696,86.0,10.506
0.076,-0.0009,2.237,11.694,86.0,10.532
0.07,0.0015,2.237,11.692,86.0,10.522
0.005,-0.0014,2.237,11.691,86.0,10.504
0.026,-0.0193,2.24,11.69,85.0,10.506
0.031,-0.0165,2.24,11.689,85.0,10.512
0.023,0.001,2.24,11.686,85.0,10.506
0.013,-0.0041,2.241,11.686,85.0,10.496
0.011,-0.0059,2.242,11.691,85.0,10.512
0.008,-0.0078,2.242,11.698,85.0,10.522
-0.355,0.0018,2.242,11.71,85.0,10.54
0.032,-0.0132,2.242,11.725,85.0,10.644
0.059,-0.0002,2.242,11.745,85.0,10.682
0.044,0.0045,2.242,11.767,85.0,10.644
-0.013,-0.0073,2.242,11.792,85.0,10.682
0.02,-0.0163,2.242,11.817,87.0,10.654
0.015,-0.01,2.241,11.839,87.0,10.628
0.011,-0.0055,2.241,11.864,87.0,10.636
0.009,-0.0015,2.242,11.884,87.0,10.648
0.005,-0.0014,2.242,11.903,87.0,10.668
0.003,-0.0053,2.243,11.921,87.0,10.672
-0.349,0.0018,2.246,11.937,87.0,10.694
0.02,-0.006,2.247,11.949,87.0,10.722
0.056,-0.0053,2.25,11.959,87.0,10.748
0.046,0.002,2.252,11.968,87.0,10.768
-0.013,-0.0059,2.256,11.976,87.0,10.768
0.022,-0.018,2.261,11.982,84.0,10.764
0.019,-0.0147,2.265,11.985,84.0,10.748
0.013,-0.0072,2.268,11.987,84.0,10.726
0.011,-0.0121,2.272,11.985,84.0,10.732
0.012,0.0021,2.276,11.983,84.0,10.834
0.01,-0.004,2.278,11.981,84.0,10.926
-0.351,-0.0004,2.283,11.976,84.0,11.014
0.041,-0.0084,2.286,11.972,84.0,11.056
0.058,-0.005,2.29,11.966,84.0,11.068
0.036,0.0005,2.296,11.953,84.0,11.08
0.027,-0.0115,2.297,11.944,85.0,11.062
0.025,0.0013,2.301,11.937,85.0,11.032
0.019,-0.001,2.302,11.927,85.0,11.034
0.018,-0.0025,2.303,11.917,85.0,11.048
0.018,-0.0005,2.305,11.907,85.0,11.044
0.008,-0.0066,2.307,11.897,85.0,11.02
0.037,-0.0071,2.309,11.885,85.0,10.99
-0.363,-0.0079,2.309,11.875,85.0,10.97
0.069,-0.0016,2.309,11.865,85.0,10.946
0.071,0.0021,2.309,11.854,85.0,10.93
0.02,0.0042,2.309,11.842,85.0,10.91
0.026,-0.0153,2.31,11.835,80.0,10.886
0.042,-0.0112,2.309,11.825,80.0,10.856
0.039,-0.0066,2.309,11.814,80.0,10.812
0.033,-0.0071,2.307,11.803,80.0,10.76
0.034,-0.0078,2.307,11.793,80.0,10.714
0.031,-0.0038,2.307,11.785,80.0,10.698
0.026,-0.0018,2.305,11.774,80.0,10.694
-0.23,0.0023,2.304,11.763,80.0,10.714
-0.035,-0.0105,2.303,11.755,80.0,10.71
0.08,-0.0121,2.302,11.747,80.0,10.714
0.069,0.0011,2.301,11.74,80.0,10.736
0.007,-0.0039,2.298,11.733,80.0,10.78
0.044,-0.0153,2.297,11.725,80.0,10.79
0.045,-0.0015,2.295,11.718,80.0,10.732
0.037,-0.0001,2.292,11.711,80.0,10.582
0.032,-0.0012,2.291,11.703,80.0,10.462
0.027,-0.0013,2.288,11.696,80.0,10.39
0.027,-0.008,2.287,11.688,80.0,10.334
0.032,-0.0015,2.285,11.682,80.0,10.312
-0.326,-0.0008,2.282,11.678,80.0,10.28
0.072,-0.0101,2.281,11.672,80.0,10.238
0.072,0.0015,2.278,11.667,80.0,10.212
0.039,0.0028,2.277,11.66,80.0,10.26
0.035,-0.0159,2.275,11.654,80.0,10.338
0.065,-0.0132,2.272,11.65,80.0,10.404
0.051,-0.0109,0.0,11.643,80.0,10.49
0.055,-0.0062,2.267,11.638,80.0,10.588
0.053,-0.0102,2.267,11.631,80.0,10.694
0.039,-0.0005,2.265,11.625,80.0,10.808
0.048,0.0066,2.263,11.619,80.0,10.922
-0.281,-0.0064,2.261,11.613,80.0,11.566
0.087,-0.0018,2.26,11.608,87.0,11.67
0.086,0.0033,2.258,11.601,87.0,11.77
0.033,0.0034,2.257,11.595,87.0,11.866
0.059,-0.017,2.255,11.59,87.0,11.96
0.064,-0.0148,2.253,11.588,87.0,12.048
0.064,-0.0149,2.252,11.584,87.0,12.14
0.06,-0.0103,2.248,11.573,87.0,12.218
0.056,0.0036,2.247,11.568,87.0,12.286
0.093,0.0061,2.246,11.563,87.0,12.34
