ECG,EMG,foot GSR,HR,marker,RESP
-0.11,1.012625,12.074,87.0,11.01,51.05
-0.156,1.01775,12.064,87.0,11.01,51.2
-0.143,0.942625,12.053,87.0,11.01,51.32
-0.107,0.97375,12.043,87.0,11.01,51.41
-0.128,0.963375,12.034,87.0,11.0,51.5
-0.176,0.877875,12.024,87.0,11.0,51.61
0.101,0.87275,12.015,87.0,11.0,51.72
-0.105,0.865,12.008,87.0,11.0,51.83
0.022,0.911625,12.005,87.0,11.0,51.97
0.293,0.903875,12.005,89.0,11.0,52.13
-0.045,0.90125,12.008,89.0,11.0,52.29
-0.167,0.909,12.014,89.0,11.0,52.49
-0.159,0.90125,12.025,89.0,11.0,52.73
-0.138,0.927125,12.043,89.0,11.0,52.96
-0.111,0.978875,12.065,89.0,11.0,53.11
-0.209,1.06175,12.091,89.0,11.0,53.29
0.112,0.971125,12.122,89.0,11.0,53.49
-0.128,0.94525,12.157,89.0,11.0,53.71
-0.027,0.909,12.196,89.0,11.0,54.24
0.266,0.966,12.236,91.0,11.0,54.69
0.023,0.8935,12.275,91.0,11.0,54.9
-0.178,0.91425,12.318,91.0,11.0,55.08
-0.177,0.906375,12.357,91.0,11.0,55.28
-0.163,0.88825,12.397,91.0,11.0,55.39
-0.103,0.8935,12.436,91.0,11.0,55.44
-0.194,0.8805,12.47,91.0,11.0,55.55
0.164,0.942625,12.505,91.0,11.0,55.71
-0.219,0.94525,12.535,91.0,11.0,55.83
-0.084,0.896125,12.56,91.0,10.99,55.91
0.127,0.966,12.584,88.0,10.99,56.03
0.257,1.020375,12.602,88.0,10.99,56.12
-0.141,0.98675,12.617,88.0,10.99,56.12
-0.174,0.91425,12.632,88.0,10.99,56.06
-0.16,0.909,12.643,88.0,10.99,55.96
-0.155,0.90125,12.65,88.0,10.99,55.84
-0.095,0.971125,12.657,88.0,10.98,55.76
-0.172,0.865,12.662,88.0,10.99,55.69
0.171,0.896125,12.666,88.0,10.99,55.62
-0.188,0.8495,12.669,88.0,10.98,55.45
0.11,0.91675,12.671,88.0,10.98,55.29
0.226,0.911625,12.673,88.0,10.98,55.07
0.299,0.934875,12.674,88.0,10.98,54.89
-0.099,0.9505,12.677,88.0,10.98,54.71
-0.133,0.94525,12.682,84.0,10.98,54.51
-0.117,0.971125,12.695,84.0,10.98,54.06
-0.111,0.978875,12.695,84.0,10.98,54.02
-0.113,1.04625,12.707,84.0,10.98,53.81
-0.049,0.999625,12.721,84.0,10.98,53.61
-0.144,0.966,12.738,84.0,10.98,53.36
0.197,0.934875,12.761,84.0,10.98,53.11
-0.104,0.934875,12.784,84.0,10.98,52.86
-0.004,0.8935,12.812,84.0,10.98,52.63
0.242,0.903875,12.842,84.0,10.98,52.4
0.27,0.875375,12.873,84.0,10.98,52.15
-0.072,0.90125,12.905,84.0,10.98,51.89
-0.085,0.922,12.938,79.0,10.98,51.6
-0.069,0.88575,12.969,79.0,10.98,51.3
-0.069,0.953,12.998,79.0,10.98,51.0
-0.075,0.947875,13.027,79.0,10.98,50.74
-0.024,0.896125,13.05,79.0,10.98,50.55
-0.062,0.947875,13.071,79.0,10.98,50.38
0.013,1.007375,13.089,79.0,10.98,50.21
0.144,0.98925,13.103,79.0,10.98,50.04
0.002,0.97375,13.115,79.0,10.98,49.88
0.149,0.906375,13.123,79.0,10.98,49.73
0.416,0.898625,13.128,79.0,10.98,49.61
0.051,0.91675,13.131,79.0,10.98,49.49
-0.04,0.919375,13.131,74.0,10.98,49.37
-0.032,0.852,13.127,74.0,10.98,49.23
-0.027,0.867625,13.122,74.0,10.98,49.1
-0.037,0.883125,13.117,74.0,10.98,48.97
0.004,0.92975,13.109,74.0,10.98,48.88
0.019,0.955625,13.1,74.0,10.98,48.78
-0.042,0.955625,13.093,74.0,10.96,48.68
0.163,0.9245,13.085,74.0,10.96,48.61
0.056,0.947875,13.078,74.0,10.96,48.52
0.029,0.95825,13.062,74.0,10.96,48.36
0.189,1.01,13.061,74.0,10.96,48.36
0.429,1.03075,13.055,74.0,10.96,48.29
0.047,1.01,13.047,74.0,10.96,48.22
-0.026,0.963375,13.042,72.0,10.96,48.12
-0.014,0.947875,13.035,72.0,10.96,48.03
-0.013,0.87275,13.03,72.0,10.96,47.9
-0.026,0.890875,13.023,72.0,10.96,47.79
-0.031,0.870125,13.017,72.0,10.96,47.69
0.021,0.85975,13.011,72.0,10.96,47.62
-0.013,0.922,13.002,72.0,10.96,47.54
0.05,0.911625,12.993,72.0,10.96,47.46
0.183,0.91425,12.982,72.0,10.96,47.35
0.031,0.9505,12.971,72.0,10.96,47.26
0.17,0.88575,12.958,72.0,10.96,47.21
0.444,0.984125,12.943,72.0,10.96,47.17
0.084,0.999625,12.927,72.0,10.96,47.12
-0.023,1.01775,12.908,70.0,10.96,47.07
-0.018,0.96075,12.889,70.0,10.95,47.01
-0.018,0.922,12.87,70.0,10.95,46.93
-0.033,0.919375,12.848,70.0,10.95,46.86
-0.039,0.890875,12.826,70.0,10.95,46.82
0.023,0.909,12.805,70.0,10.95,46.82
-0.064,0.896125,12.783,70.0,10.95,46.85
0.258,0.8805,12.759,70.0,10.95,46.93
-0.059,0.85975,12.736,70.0,10.95,46.9
0.036,0.911625,12.712,70.0,10.95,46.85
0.241,0.903875,12.687,70.0,10.95,46.83
0.352,0.978875,12.662,70.0,10.95,46.87
-0.018,0.896125,12.639,70.0,10.95,46.86
-0.047,0.934875,12.615,73.0,10.95,46.86
-0.04,0.999625,12.59,73.0,10.95,46.83
-0.045,1.01525,12.565,73.0,10.95,46.79
-0.055,0.96075,12.541,73.0,10.95,46.75
-0.012,0.955625,12.518,73.0,10.95,46.79
-0.056,0.8935,12.493,73.0,10.95,46.86
0.037,0.911625,12.47,73.0,10.95,46.95
0.077,0.942625,12.447,73.0,10.95,47.04
-0.018,0.91675,12.423,73.0,10.95,47.11
0.124,0.903875,12.401,73.0,10.95,47.22
0.381,0.877875,12.377,73.0,10.95,47.39
0.009,0.909,12.355,73.0,10.95,47.58
-0.089,0.9375,12.333,75.0,10.94,47.74
-0.086,0.922,12.31,75.0,10.95,47.9
-0.085,0.966,12.288,75.0,10.94,48.06
-0.05,0.934875,12.266,75.0,10.94,48.2
-0.102,0.984125,12.244,75.0,10.94,48.41
0.07,0.976375,12.223,75.0,10.94,48.6
-0.054,1.012625,12.203,75.0,10.94,48.82
-0.052,0.978875,12.183,75.0,10.94,49.02
0.101,0.942625,12.166,84.0,10.94,49.19
0.314,0.9375,12.15,84.0,10.94,49.33
-0.074,0.955625,12.136,84.0,10.94,49.5
-0.14,0.934875,12.126,84.0,10.94,49.67
-0.14,0.846875,12.117,84.0,10.94,49.79
-0.123,0.909,12.115,84.0,10.94,49.89
-0.107,0.90125,12.115,84.0,10.94,50.03
-0.205,0.911625,12.118,84.0,10.94,50.21
0.108,0.906375,12.126,84.0,10.94,50.41
-0.028,0.906375,12.136,84.0,10.93,50.62
0.034,0.877875,12.15,84.0,10.93,50.84
0.267,0.88825,12.162,89.0,10.93,51.04
0.016,1.023,12.18,89.0,10.93,51.23
-0.168,1.01525,12.194,89.0,10.94,51.42
-0.161,1.004875,12.225,89.0,10.94,51.72
-0.13,0.971125,12.228,89.0,10.93,51.74
-0.101,0.91675,12.24,89.0,10.93,51.82
-0.199,0.909,12.253,89.0,10.93,51.96
0.121,0.91425,12.265,89.0,10.93,51.92
-0.108,0.91675,12.273,89.0,10.93,51.73
-0.004,0.870125,12.279,89.0,10.93,51.46
0.288,0.85725,12.284,93.0,10.93,51.19
0.062,0.898625,12.286,93.0,10.93,50.92
-0.129,0.867625,12.288,93.0,10.93,50.69
-0.124,0.883125,12.286,93.0,10.93,50.46
-0.11,0.934875,12.285,93.0,10.93,50.17
-0.058,0.919375,12.281,93.0,10.93,49.91
-0.102,0.932375,12.276,93.0,10.93,49.66
-0.006,0.976375,12.272,93.0,10.93,49.49
0.054,1.007375,12.267,93.0,10.93,49.52
-0.041,1.00225,12.26,93.0,10.93,49.44
0.117,0.909,12.253,87.0,10.93,49.26
0.368,0.909,12.245,87.0,10.93,49.05
-0.008,0.953,12.238,87.0,10.93,48.9
-0.077,0.919375,12.232,87.0,10.93,48.75
-0.065,0.91675,12.224,87.0,10.93,48.6
-0.06,0.87275,12.217,87.0,10.93,48.39
-0.055,0.84425,12.212,87.0,10.93,48.19
-0.004,0.896125,12.207,87.0,10.93,48.0
-0.105,0.909,12.204,87.0,10.93,47.85
0.204,0.978875,12.203,87.0,10.93,47.75
-0.039,0.922,12.203,87.0,10.93,47.65
0.038,0.932375,12.207,87.0,10.93,47.53
0.302,0.991875,12.215,87.0,10.93,47.42
0.239,1.00225,12.227,87.0,10.93,47.3
-0.051,1.0515,12.246,80.0,10.93,47.23
-0.056,0.96075,12.268,80.0,10.93,47.17
-0.049,0.963375,12.297,80.0,10.93,47.04
-0.052,0.947875,12.333,80.0,10.93,46.9
-0.062,0.909,12.372,80.0,10.93,46.82
-0.001,0.922,12.416,80.0,10.93,46.77
-0.065,0.90125,12.463,80.0,10.93,46.74
0.191,0.896125,12.511,80.0,10.93,46.72
-0.055,0.92975,12.561,80.0,10.93,46.67
-0.004,0.87275,12.611,80.0,10.93,46.57
0.166,0.919375,12.657,80.0,10.93,46.4
0.368,0.963375,12.704,80.0,10.93,46.32
-0.015,0.88825,12.744,80.0,10.93,46.31
-0.066,0.95825,12.781,75.0,10.93,46.3
-0.062,0.991875,12.814,75.0,10.93,46.33
-0.061,1.048875,12.842,75.0,10.93,46.31
-0.066,0.997125,12.866,75.0,10.93,46.29
-0.053,0.9245,12.887,75.0,10.93,46.27
-0.003,0.8805,12.903,75.0,10.93,46.28
-0.095,0.85725,12.914,75.0,10.93,46.32
0.199,0.903875,12.924,75.0,10.93,46.38
-0.03,0.966,12.929,75.0,10.93,46.39
0.047,0.88825,12.932,75.0,10.93,46.4
0.31,0.826125,12.93,75.0,10.93,46.39
0.224,0.898625,12.927,75.0,10.93,46.38
-0.052,0.922,12.92,73.0,10.93,46.38
-0.056,0.911625,12.911,73.0,10.93,46.39
-0.051,0.9245,12.901,73.0,10.91,46.37
-0.057,0.9375,12.89,73.0,10.93,46.34
-0.066,0.940125,12.876,73.0,10.93,46.31
-0.028,0.999625,12.861,73.0,10.93,46.3
-0.041,0.997125,12.842,73.0,10.93,46.32
-0.061,0.96075,12.825,73.0,10.93,46.33
0.177,0.984125,12.805,73.0,10.93,46.37
-0.021,0.953,12.783,73.0,10.93,46.49
0.099,0.8935,12.761,73.0,10.93,46.61
0.379,0.922,12.736,73.0,10.93,46.74
0.055,0.88575,12.714,73.0,10.91,46.87
-0.078,0.84425,12.687,73.0,10.93,47.01
-0.076,0.88825,12.66,73.0,10.91,47.14
-0.076,0.922,12.633,73.0,10.91,47.27
-0.09,0.95825,12.606,73.0,10.91,47.41
-0.059,0.8935,12.576,73.0,10.93,47.57
-0.081,0.903875,12.548,73.0,10.91,47.75
-0.061,0.9815,12.519,73.0,10.91,47.98
0.092,0.978875,12.49,73.0,10.91,48.17
-0.053,1.020375,12.461,73.0,10.91,48.36
0.075,0.971125,12.432,73.0,10.91,48.53
0.332,0.955625,12.403,77.0,10.91,48.74
-0.06,0.883125,12.374,77.0,10.91,48.96
-0.121,0.852,12.346,77.0,10.91,49.18
-0.112,0.927125,12.317,77.0,10.91,49.36
-0.117,0.95825,12.287,77.0,10.91,49.48
-0.09,0.90125,12.262,77.0,10.91,49.6
-0.117,0.8365,12.209,77.0,10.91,49.94
-0.123,0.88825,12.208,77.0,10.9,49.96
0.082,0.883125,12.182,77.0,10.91,50.16
-0.087,0.966,12.157,77.0,10.91,50.35
0.042,0.909,12.132,77.0,10.91,50.52
0.303,0.963375,12.109,84.0,10.91,50.7
-0.044,0.997125,12.087,84.0,10.9,50.91
-0.155,0.971125,12.064,84.0,10.91,51.07
-0.148,1.007375,12.042,84.0,10.91,51.25
-0.138,0.94525,12.019,84.0,10.9,51.34
-0.088,0.953,12.0,84.0,10.9,51.45
-0.189,0.922,11.978,84.0,10.9,51.59
0.112,0.97375,11.96,84.0,10.9,51.72
-0.145,0.953,11.94,84.0,10.9,51.83
-0.047,0.92975,11.92,84.0,10.9,51.94
0.199,0.867625,11.903,88.0,10.9,52.07
0.164,0.883125,11.884,88.0,10.9,52.12
-0.139,0.903875,11.866,88.0,10.9,52.2
-0.146,0.898625,11.849,88.0,10.9,52.28
-0.132,0.94525,11.833,88.0,10.9,52.27
-0.073,0.903875,11.816,88.0,10.9,52.16
-0.144,0.95825,11.8,88.0,10.9,52.03
0.106,1.01,11.784,88.0,10.9,51.88
-0.111,1.04625,11.769,88.0,10.9,51.7
-0.062,1.007375,11.754,88.0,10.9,51.47
0.115,0.98925,11.74,88.0,10.9,51.24
0.312,0.919375,11.725,88.0,10.9,50.99
-0.074,0.919375,11.711,88.0,10.9,50.74
-0.119,0.94525,11.697,90.0,10.9,50.51
-0.105,0.940125,11.683,90.0,10.9,50.26
-0.104,0.846875,11.67,90.0,10.9,49.96
-0.04,0.88825,11.658,90.0,10.9,49.66
-0.12,0.896125,11.649,90.0,10.9,49.46
0.205,0.906375,11.639,90.0,10.9,49.32
-0.128,0.940125,11.629,90.0,10.9,49.17
-0.022,0.91675,11.623,90.0,10.9,49.05
0.172,0.934875,11.618,90.0,10.9,48.91
0.328,0.942625,11.615,90.0,10.9,48.79
-0.052,1.033375,11.615,90.0,10.9,48.7
-0.082,1.007375,11.618,84.0,10.9,48.61
-0.069,0.9505,11.624,84.0,10.9,48.48
-0.067,0.9945,11.636,84.0,10.9,48.33
-0.066,0.953,11.651,84.0,10.9,48.2
-0.002,0.911625,11.672,84.0,10.9,48.13
-0.099,0.971125,11.698,84.0,10.9,48.05
0.213,0.87275,11.728,84.0,10.9,47.92
-0.046,0.890875,11.762,84.0,10.9,47.8
0.032,0.898625,11.798,84.0,10.9,47.67
0.277,0.91425,11.838,84.0,10.9,47.57
0.271,0.909,11.879,84.0,10.9,47.5
-0.048,0.927125,11.921,84.0,10.9,47.43
-0.058,0.90125,11.965,79.0,10.9,47.34
-0.049,0.91425,12.004,79.0,10.9,47.22
-0.056,0.968625,12.044,79.0,10.9,47.1
-0.059,1.01775,12.08,79.0,10.9,47.02
0.008,0.934875,12.115,79.0,10.9,47.02
-0.09,0.934875,12.146,79.0,10.9,46.96
0.206,0.966,12.175,79.0,10.9,46.89
-0.052,0.898625,12.198,79.0,10.9,46.83
0.029,0.978875,12.218,79.0,10.9,46.79
0.26,0.96075,12.234,79.0,10.9,46.73
0.071,0.883125,12.249,79.0,10.9,46.7
-0.052,0.867625,12.262,77.0,10.9,46.69
-0.055,0.911625,12.269,77.0,10.9,46.67
-0.049,0.932375,12.274,77.0,10.9,46.64
-0.054,0.932375,12.276,77.0,10.9,46.58
-0.063,0.896125,12.276,77.0,10.9,46.49
0.004,0.96075,12.275,77.0,10.9,46.48
-0.081,1.020375,12.274,77.0,10.9,46.47
0.225,0.98675,12.269,77.0,10.9,46.47
-0.093,1.05925,12.262,77.0,10.9,46.48
0.009,0.97375,12.253,77.0,10.9,46.48
0.209,0.947875,12.243,77.0,10.9,46.47
0.328,0.91675,12.233,77.0,10.9,46.5
-0.038,0.91425,12.222,77.0,10.9,46.56
-0.067,0.9505,12.21,76.0,10.9,46.6
-0.06,0.919375,12.197,76.0,10.9,46.59
-0.064,0.906375,12.182,76.0,10.9,46.55
-0.075,0.87275,12.167,76.0,10.9,46.53
-0.034,0.898625,12.152,76.0,10.9,46.54
-0.057,0.922,12.136,76.0,10.9,46.57
-0.041,0.90125,12.119,76.0,10.9,46.56
0.127,0.942625,12.101,76.0,10.9,46.59
-0.026,0.971125,12.083,76.0,10.9,46.58
0.102,0.98675,12.062,76.0,10.9,46.58
0.372,1.028125,12.044,76.0,10.9,46.62
0.03,1.0385,12.023,76.0,10.9,46.7
-0.084,0.919375,12.002,75.0,10.9,46.78
-0.08,0.953,11.981,75.0,10.9,46.83
-0.079,0.909,11.96,75.0,10.9,46.88
-0.093,0.91675,11.94,75.0,10.9,46.92
-0.06,0.963375,11.919,75.0,10.9,47.03
-0.082,0.852,11.898,75.0,10.9,47.17
-0.066,0.85975,11.878,75.0,10.9,47.33
0.087,0.877875,11.858,75.0,10.9,47.5
-0.059,0.877875,11.84,75.0,10.9,47.66
0.065,0.8935,11.822,75.0,10.9,47.81
0.328,0.8935,11.804,77.0,10.9,47.97
-0.007,0.91675,11.788,77.0,10.9,48.16
-0.121,0.978875,11.772,77.0,10.9,48.34
-0.118,0.999625,11.757,77.0,10.9,48.5
-0.116,1.007375,11.742,77.0,10.89,48.61
-0.107,0.976375,11.727,77.0,10.89,48.72
-0.088,0.978875,11.715,77.0,10.89,48.85
-0.176,0.932375,11.703,77.0,10.89,49.0
0.125,0.903875,11.693,77.0,10.89,49.17
-0.092,0.942625,11.681,77.0,10.89,49.34
0.006,0.92975,11.673,77.0,10.89,49.5
0.284,0.922,11.665,82.0,10.89,49.64
0.056,0.875375,11.656,82.0,10.89,49.78
-0.134,0.865,11.65,82.0,10.89,49.93
-0.131,0.978875,11.643,82.0,10.89,50.08
-0.128,0.97375,11.636,82.0,10.89,50.17
-0.091,0.9245,11.629,82.0,10.89,50.24
-0.124,0.98925,11.623,82.0,10.89,50.33
-0.101,0.98925,11.615,82.0,10.89,50.42
0.065,1.01525,11.609,82.0,10.89,50.48
-0.083,0.9815,11.6,82.0,10.89,50.54
0.05,0.98675,11.594,82.0,10.89,50.61
0.312,0.98675,11.585,86.0,10.89,50.67
-0.043,0.927125,11.576,86.0,10.89,50.77
-0.144,0.9375,11.569,86.0,10.89,50.88
-0.133,0.906375,11.559,86.0,10.89,50.99
-0.118,0.903875,11.551,86.0,10.89,51.03
-0.078,0.906375,11.542,86.0,10.89,51.05
-0.171,0.846875,11.532,86.0,10.89,51.12
0.13,0.927125,11.522,86.0,10.89,51.21
-0.107,0.927125,11.512,86.0,10.89,51.24
-0.015,0.91675,11.502,86.0,10.89,51.29
0.24,0.903875,11.494,86.0,10.89,51.33
0.169,0.94525,11.482,86.0,10.89,51.3
-0.114,0.963375,11.472,89.0,10.89,51.26
-0.118,0.9815,11.462,89.0,10.89,51.2
-0.103,0.932375,11.454,89.0,10.89,51.04
-0.069,0.919375,11.445,89.0,10.89,50.86
-0.083,0.940125,11.436,89.0,10.89,50.72
-0.132,0.922,11.429,89.0,10.89,50.56
0.172,0.94525,11.424,89.0,10.89,50.38
-0.05,0.922,11.419,89.0,10.89,50.18
0.078,0.862375,11.416,89.0,10.89,49.99
0.368,0.841625,11.415,89.0,10.89,49.79
0.049,0.85725,11.415,89.0,10.89,49.6
-0.082,0.903875,11.419,86.0,10.89,49.45
-0.075,0.909,11.424,86.0,10.89,49.31
-0.063,0.898625,11.43,86.0,10.89,49.11
-0.058,0.9505,11.437,86.0,10.89,48.92
-0.003,0.98675,11.449,86.0,10.89,48.77
-0.1,1.012625,11.461,86.0,10.89,48.64
0.213,1.035875,11.475,86.0,10.89,48.5
-0.032,0.9505,11.488,86.0,10.89,48.39
0.047,1.01525,11.503,86.0,10.89,48.28
0.31,0.909,11.518,86.0,10.89,48.16
0.262,0.968625,11.535,86.0,10.89,48.05
-0.04,0.91425,11.551,82.0,10.89,47.94
-0.046,0.91675,11.567,82.0,10.89,47.83
-0.037,0.854625,11.583,82.0,10.89,47.66
-0.042,0.88575,11.598,82.0,10.89,47.51
-0.025,0.91675,11.613,82.0,10.89,47.39
0.0,0.94525,11.625,82.0,10.89,47.28
-0.093,0.92975,11.639,82.0,10.89,47.2
0.231,0.966,11.649,82.0,10.89,47.14
-0.012,0.922,11.657,82.0,10.89,47.05
0.083,1.04625,11.665,82.0,10.89,46.95
0.37,1.007375,11.67,82.0,10.89,46.86
0.17,0.968625,11.674,82.0,10.89,46.83
-0.047,0.942625,11.676,78.0,10.89,46.83
-0.047,0.971125,11.676,78.0,10.89,46.82
-0.042,0.890875,11.676,78.0,10.89,46.73
-0.054,0.97375,11.675,78.0,10.89,46.66
-0.025,0.94525,11.671,78.0,10.89,46.64
-0.024,0.903875,11.667,78.0,10.89,46.61
0.071,0.896125,11.662,78.0,10.89,46.63
0.084,0.922,11.657,78.0,10.89,46.65
-0.021,0.927125,11.655,78.0,10.89,46.63
0.083,0.896125,11.65,84.0,10.89,46.6
0.371,0.919375,11.647,84.0,10.89,46.6
0.105,0.88575,11.641,84.0,10.89,46.62
-0.064,0.953,11.64,84.0,10.89,46.62
-0.058,0.98925,11.638,84.0,10.89,46.61
-0.055,0.9945,11.637,84.0,10.89,46.55
-0.069,0.98925,11.637,84.0,10.89,46.53
-0.028,0.955625,11.635,84.0,10.89,46.53
-0.061,0.896125,11.634,84.0,10.89,46.53
-0.046,0.940125,11.634,84.0,10.89,46.53
0.14,0.9945,11.634,84.0,10.89,46.57
-0.025,0.932375,11.634,84.0,10.89,46.58
0.104,0.88575,11.632,84.0,10.89,46.55
0.379,0.852,11.629,84.0,10.89,46.55
0.036,0.88825,11.627,84.0,10.89,46.59
-0.073,0.9245,11.623,111.0,10.89,46.62
-0.067,0.95825,11.62,111.0,10.89,46.62
-0.063,0.942625,11.615,111.0,10.89,46.59
-0.073,0.966,11.61,111.0,10.89,46.56
-0.005,1.00225,11.604,111.0,10.89,46.56
-0.089,1.0385,11.596,111.0,10.89,46.54
0.21,1.007375,11.589,111.0,10.89,46.54
-0.103,0.9945,11.579,111.0,10.89,46.58
0.0,0.932375,11.571,111.0,10.89,46.56
0.184,0.8935,11.562,111.0,10.89,46.54
0.332,0.976375,11.552,111.0,10.89,46.54
-0.041,0.95825,11.539,111.0,10.89,46.55
-0.079,0.91425,11.529,80.0,10.89,46.56
-0.07,0.854625,11.518,80.0,10.89,46.55
-0.076,0.903875,11.507,80.0,10.89,46.52
-0.068,0.883125,11.494,80.0,10.89,46.5
-0.027,0.942625,11.483,80.0,10.89,46.49
-0.121,0.922,11.471,80.0,10.89,46.48
0.161,0.909,11.46,80.0,10.89,46.47
-0.052,0.9815,11.447,80.0,10.89,46.49
0.024,1.023,11.435,80.0,10.89,46.48
0.273,0.98675,11.422,80.0,10.89,46.47
0.203,0.968625,11.41,80.0,10.89,46.47
-0.077,0.96075,11.397,79.0,10.89,46.47
-0.083,0.94525,11.385,79.0,10.89,46.46
-0.075,0.955625,11.373,79.0,10.89,46.44
-0.084,0.942625,11.362,79.0,10.89,46.47
-0.048,0.90125,11.35,79.0,10.89,46.48
-0.065,0.8365,11.34,79.0,10.89,46.49
-0.103,0.85975,11.332,79.0,10.89,46.43
0.151,0.94525,11.324,79.0,10.89,46.42
-0.042,0.898625,11.317,79.0,10.89,46.44
0.078,0.927125,11.312,79.0,10.89,46.49
0.352,0.927125,11.309,79.0,10.89,46.56
0.046,0.9505,11.308,79.0,10.89,46.62
-0.089,0.9815,11.308,80.0,10.89,46.7
-0.085,0.984125,11.312,80.0,10.89,46.78
-0.085,0.991875,11.317,80.0,10.89,46.82
-0.076,0.95825,11.323,80.0,10.89,46.91
-0.062,0.932375,11.33,80.0,10.89,47.06
-0.149,0.906375,11.342,80.0,10.89,47.22
0.143,0.971125,11.353,80.0,10.89,47.4
-0.068,0.9505,11.367,80.0,10.89,47.55
0.028,0.898625,11.379,80.0,10.89,47.7
0.295,0.867625,11.391,83.0,10.89,47.87
0.064,0.909,11.404,83.0,10.88,48.08
-0.118,0.92975,11.415,83.0,10.88,48.29
-0.11,0.903875,11.425,83.0,10.88,48.48
-0.109,0.940125,11.434,83.0,10.88,48.61
-0.063,0.963375,11.441,83.0,10.88,48.74
-0.132,0.999625,11.449,83.0,10.88,48.91
0.092,1.004875,11.454,83.0,10.88,49.09
-0.109,1.004875,11.456,83.0,10.88,49.25
-0.059,1.01,11.459,83.0,10.88,49.41
0.103,0.963375,11.46,87.0,10.88,49.58
0.291,0.932375,11.46,87.0,10.88,49.75
-0.077,0.927125,11.458,87.0,10.88,49.92
-0.131,0.953,11.455,87.0,10.88,50.12
-0.12,0.976375,11.451,87.0,10.88,50.31
-0.081,0.854625,11.446,87.0,10.88,50.45
-0.129,0.818375,11.44,87.0,10.88,50.57
-0.089,0.896125,11.434,87.0,10.88,50.7
0.044,0.947875,11.426,87.0,10.88,50.85
-0.076,0.90125,11.419,87.0,10.88,50.95
0.063,0.96075,11.41,87.0,10.89,51.08
0.306,0.984125,11.4,90.0,10.89,51.23
-0.061,0.966,11.393,90.0,10.89,51.37
-0.147,0.966,11.383,90.0,10.89,51.51
-0.13,0.98925,11.37,90.0,10.89,51.67
-0.079,0.997125,11.36,90.0,10.89,51.78
-0.134,0.92975,11.35,90.0,10.88,51.89
-0.042,0.911625,11.34,90.0,10.88,52.0
0.013,0.9505,11.33,90.0,10.88,52.09
-0.071,0.968625,11.322,90.0,10.89,52.02
0.087,0.88825,11.313,94.0,10.89,51.94
0.323,0.82875,11.305,94.0,10.88,51.89
-0.06,0.8495,11.298,94.0,10.89,51.75
-0.127,0.91425,11.292,94.0,10.88,51.6
-0.113,0.883125,11.287,94.0,10.89,51.45
-0.068,0.9245,11.286,94.0,10.89,51.26
-0.082,0.940125,11.286,94.0,10.89,51.06
-0.14,0.976375,11.291,94.0,10.89,50.87
0.16,0.9945,11.301,94.0,10.89,50.69
-0.057,0.968625,11.316,94.0,10.89,50.48
0.071,0.997125,11.339,94.0,10.89,50.29
0.358,0.9245,11.368,94.0,10.89,50.13
0.029,0.9245,11.406,94.0,10.89,49.94
-0.099,0.8935,11.452,90.0,10.89,49.79
-0.089,0.991875,11.506,90.0,10.89,49.66
-0.08,0.8935,11.564,90.0,10.89,49.46
-0.022,0.852,11.629,90.0,10.89,49.27
-0.09,0.865,11.696,90.0,10.89,49.13
0.148,0.85725,11.765,90.0,10.9,49.03
-0.039,0.976375,11.835,90.0,10.89,48.93
-0.012,0.875375,11.904,90.0,10.89,48.79
0.158,0.898625,11.968,90.0,10.89,48.63
0.358,0.976375,12.029,90.0,10.89,48.46
-0.028,0.9815,12.085,90.0,10.89,48.4
-0.078,0.999625,12.133,86.0,10.89,48.33
-0.065,1.012625,12.178,86.0,10.89,48.15
-0.064,0.98925,12.218,86.0,10.89,47.92
-0.046,0.971125,12.253,86.0,10.89,47.8
-0.024,0.92975,12.28,86.0,10.89,47.7
-0.116,0.919375,12.303,86.0,10.89,47.57
0.201,0.97375,12.321,86.0,10.89,47.43
-0.035,0.865,12.335,86.0,10.89,47.3
0.053,0.8495,12.346,86.0,10.89,47.22
0.33,0.85975,12.354,86.0,10.88,47.15
0.027,0.890875,12.358,86.0,10.89,47.08
-0.082,0.877875,12.356,81.0,10.88,47.01
-0.075,0.984125,12.354,81.0,10.88,46.95
-0.068,0.91675,12.349,81.0,10.88,46.84
-0.077,0.922,12.339,81.0,10.88,46.73
-0.048,1.01525,12.317,81.0,10.88,46.67
-0.043,0.984125,12.317,81.0,10.89,46.67
-0.121,1.0385,12.304,81.0,10.88,46.69
0.202,0.9245,12.288,81.0,10.89,46.7
-0.039,0.9815,12.269,81.0,10.89,46.66
0.065,0.883125,12.251,81.0,10.88,46.62
0.35,0.947875,12.228,81.0,10.88,46.61
0.097,0.906375,12.207,81.0,10.88,46.66
-0.082,0.865,12.183,78.0,10.88,46.7
-0.076,0.862375,12.158,78.0,10.88,46.71
-0.072,0.90125,12.132,78.0,10.88,46.66
-0.083,0.95825,12.105,78.0,10.88,46.62
-0.039,0.890875,12.078,78.0,10.88,46.61
-0.063,0.919375,12.049,78.0,10.89,46.63
-0.092,0.903875,12.019,78.0,10.89,46.64
0.159,1.00225,11.987,78.0,10.89,46.66
-0.04,0.942625,11.956,78.0,10.88,46.65
0.082,1.0385,11.923,78.0,10.89,46.64
0.357,0.922,11.89,78.0,10.89,46.64
0.039,0.9945,11.857,78.0,10.89,46.68
