ECG,EMG,foot GSR,hand GSR,marker,RESP
-0.11,1.012625,12.074,18.499,11.01,51.05
-0.156,1.01775,12.064,18.495,11.01,51.2
-0.143,0.942625,12.053,18.493,11.01,51.32
-0.107,0.97375,12.043,18.491,11.01,51.41
-0.128,0.963375,12.034,18.494,11.0,51.5
-0.176,0.877875,12.024,18.501,11.0,51.61
0.101,0.87275,12.015,18.51,11.0,51.72
-0.105,0.865,12.008,18.52,11.0,51.83
0.022,0.911625,12.005,18.531,11.0,51.97
0.293,0.903875,12.005,18.543,11.0,52.13
-0.045,0.90125,12.008,18.556,11.0,52.29
-0.167,0.909,12.014,18.568,11.0,52.49
-0.159,0.90125,12.025,18.579,11.0,52.73
-0.138,0.927125,12.043,18.589,11.0,52.96
-0.111,0.978875,12.065,18.599,11.0,53.11
-0.209,1.06175,12.091,18.607,11.0,53.29
0.112,0.971125,12.122,18.613,11.0,53.49
-0.128,0.94525,12.157,18.618,11.0,53.71
-0.027,0.909,12.196,18.621,11.0,54.24
0.266,0.966,12.236,18.622,11.0,54.69
0.023,0.8935,12.275,18.622,11.0,54.9
-0.178,0.91425,12.318,18.62,11.0,55.08
-0.177,0.906375,12.357,18.616,11.0,55.28
-0.163,0.88825,12.397,18.611,11.0,55.39
-0.103,0.8935,12.436,18.606,11.0,55.44
-0.194,0.8805,12.47,18.601,11.0,55.55
0.164,0.942625,12.505,18.593,11.0,55.71
-0.219,0.94525,12.535,18.588,11.0,55.83
-0.084,0.896125,12.56,18.582,10.99,55.91
0.127,0.966,12.584,18.576,10.99,56.03
0.257,1.020375,12.602,18.569,10.99,56.12
-0.141,0.98675,12.617,18.563,10.99,56.12
-0.174,0.91425,12.632,18.561,10.99,56.06
-0.16,0.909,12.643,18.557,10.99,55.96
-0.155,0.90125,12.65,18.557,10.99,55.84
-0.095,0.971125,12.657,18.561,10.98,55.76
-0.172,0.865,12.662,18.571,10.99,55.69
0.171,0.896125,12.666,18.587,10.99,55.62
-0.188,0.8495,12.669,18.611,10.98,55.45
0.11,0.91675,12.671,18.64,10.98,55.29
0.226,0.911625,12.673,18.679,10.98,55.07
0.299,0.934875,12.674,18.726,10.98,54.89
-0.099,0.9505,12.677,18.777,10.98,54.71
-0.133,0.94525,12.682,18.831,10.98,54.51
-0.117,0.971125,12.695,18.936,10.98,54.06
-0.111,0.978875,12.695,18.942,10.98,54.02
-0.113,1.04625,12.707,18.994,10.98,53.81
-0.049,0.999625,12.721,19.043,10.98,53.61
-0.144,0.966,12.738,19.087,10.98,53.36
0.197,0.934875,12.761,19.125,10.98,53.11
-0.104,0.934875,12.784,19.156,10.98,52.86
-0.004,0.8935,12.812,19.179,10.98,52.63
0.242,0.903875,12.842,19.197,10.98,52.4
0.27,0.875375,12.873,19.211,10.98,52.15
-0.072,0.90125,12.905,19.217,10.98,51.89
-0.085,0.922,12.938,19.22,10.98,51.6
-0.069,0.88575,12.969,19.217,10.98,51.3
-0.069,0.953,12.998,19.212,10.98,51.0
-0.075,0.947875,13.027,19.206,10.98,50.74
-0.024,0.896125,13.05,19.195,10.98,50.55
-0.062,0.947875,13.071,19.18,10.98,50.38
0.013,1.007375,13.089,19.164,10.98,50.21
0.144,0.98925,13.103,19.147,10.98,50.04
0.002,0.97375,13.115,19.127,10.98,49.88
0.149,0.906375,13.123,19.107,10.98,49.73
0.416,0.898625,13.128,19.087,10.98,49.61
0.051,0.91675,13.131,19.068,10.98,49.49
-0.04,0.919375,13.131,19.051,10.98,49.37
-0.032,0.852,13.127,19.036,10.98,49.23
-0.027,0.867625,13.122,19.024,10.98,49.1
-0.037,0.883125,13.117,19.016,10.98,48.97
0.004,0.92975,13.109,19.012,10.98,48.88
0.019,0.955625,13.1,19.01,10.98,48.78
-0.042,0.955625,13.093,19.011,10.96,48.68
0.163,0.9245,13.085,19.011,10.96,48.61
0.056,0.947875,13.078,19.013,10.96,48.52
0.029,0.95825,13.062,19.013,10.96,48.36
0.189,1.01,13.061,19.012,10.96,48.36
0.429,1.03075,13.055,19.011,10.96,48.29
0.047,1.01,13.047,19.006,10.96,48.22
-0.026,0.963375,13.042,18.998,10.96,48.12
-0.014,0.947875,13.035,18.992,10.96,48.03
-0.013,0.87275,13.03,18.982,10.96,47.9
-0.026,0.890875,13.023,18.97,10.96,47.79
-0.031,0.870125,13.017,18.957,10.96,47.69
0.021,0.85975,13.011,18.944,10.96,47.62
-0.013,0.922,13.002,18.929,10.96,47.54
0.05,0.911625,12.993,18.914,10.96,47.46
0.183,0.91425,12.982,18.896,10.96,47.35
0.031,0.9505,12.971,18.879,10.96,47.26
0.17,0.88575,12.958,18.861,10.96,47.21
0.444,0.984125,12.943,18.841,10.96,47.17
0.084,0.999625,12.927,18.821,10.96,47.12
-0.023,1.01775,12.908,18.801,10.96,47.07
-0.018,0.96075,12.889,18.78,10.95,47.01
-0.018,0.922,12.87,18.757,10.95,46.93
-0.033,0.919375,12.848,18.735,10.95,46.86
-0.039,0.890875,12.826,18.713,10.95,46.82
0.023,0.909,12.805,18.688,10.95,46.82
-0.064,0.896125,12.783,18.665,10.95,46.85
0.258,0.8805,12.759,18.642,10.95,46.93
-0.059,0.85975,12.736,18.618,10.95,46.9
0.036,0.911625,12.712,18.596,10.95,46.85
0.241,0.903875,12.687,18.573,10.95,46.83
0.352,0.978875,12.662,18.551,10.95,46.87
-0.018,0.896125,12.639,18.53,10.95,46.86
-0.047,0.934875,12.615,18.509,10.95,46.86
-0.04,0.999625,12.59,18.488,10.95,46.83
-0.045,1.01525,12.565,18.468,10.95,46.79
-0.055,0.96075,12.541,18.448,10.95,46.75
-0.012,0.955625,12.518,18.428,10.95,46.79
-0.056,0.8935,12.493,18.411,10.95,46.86
0.037,0.911625,12.47,18.393,10.95,46.95
0.077,0.942625,12.447,18.374,10.95,47.04
-0.018,0.91675,12.423,18.359,10.95,47.11
0.124,0.903875,12.401,18.346,10.95,47.22
0.381,0.877875,12.377,18.333,10.95,47.39
0.009,0.909,12.355,18.325,10.95,47.58
-0.089,0.9375,12.333,18.321,10.94,47.74
-0.086,0.922,12.31,18.323,10.95,47.9
-0.085,0.966,12.288,18.333,10.94,48.06
-0.05,0.934875,12.266,18.352,10.94,48.2
-0.102,0.984125,12.244,18.378,10.94,48.41
0.07,0.976375,12.223,18.412,10.94,48.6
-0.054,1.012625,12.203,18.45,10.94,48.82
-0.052,0.978875,12.183,18.493,10.94,49.02
0.101,0.942625,12.166,18.536,10.94,49.19
0.314,0.9375,12.15,18.58,10.94,49.33
-0.074,0.955625,12.136,18.619,10.94,49.5
-0.14,0.934875,12.126,18.658,10.94,49.67
-0.14,0.846875,12.117,18.691,10.94,49.79
-0.123,0.909,12.115,18.721,10.94,49.89
-0.107,0.90125,12.115,18.746,10.94,50.03
-0.205,0.911625,12.118,18.764,10.94,50.21
0.108,0.906375,12.126,18.777,10.94,50.41
-0.028,0.906375,12.136,18.785,10.93,50.62
0.034,0.877875,12.15,18.789,10.93,50.84
0.267,0.88825,12.162,18.789,10.93,51.04
0.016,1.023,12.18,18.783,10.93,51.23
-0.168,1.01525,12.194,18.777,10.94,51.42
-0.161,1.004875,12.225,18.752,10.94,51.72
-0.13,0.971125,12.228,18.752,10.93,51.74
-0.101,0.91675,12.24,18.738,10.93,51.82
-0.199,0.909,12.253,18.722,10.93,51.96
0.121,0.91425,12.265,18.707,10.93,51.92
-0.108,0.91675,12.273,18.688,10.93,51.73
-0.004,0.870125,12.279,18.669,10.93,51.46
0.288,0.85725,12.284,18.649,10.93,51.19
0.062,0.898625,12.286,18.629,10.93,50.92
-0.129,0.867625,12.288,18.61,10.93,50.69
-0.124,0.883125,12.286,18.587,10.93,50.46
-0.11,0.934875,12.285,18.567,10.93,50.17
-0.058,0.919375,12.281,18.547,10.93,49.91
-0.102,0.932375,12.276,18.528,10.93,49.66
-0.006,0.976375,12.272,18.508,10.93,49.49
0.054,1.007375,12.267,18.491,10.93,49.52
-0.041,1.00225,12.26,18.476,10.93,49.44
0.117,0.909,12.253,18.464,10.93,49.26
0.368,0.909,12.245,18.454,10.93,49.05
-0.008,0.953,12.238,18.449,10.93,48.9
-0.077,0.919375,12.232,18.449,10.93,48.75
-0.065,0.91675,12.224,18.456,10.93,48.6
-0.06,0.87275,12.217,18.474,10.93,48.39
-0.055,0.84425,12.212,18.501,10.93,48.19
-0.004,0.896125,12.207,18.542,10.93,48.0
-0.105,0.909,12.204,18.593,10.93,47.85
0.204,0.978875,12.203,18.652,10.93,47.75
-0.039,0.922,12.203,18.716,10.93,47.65
0.038,0.932375,12.207,18.783,10.93,47.53
0.302,0.991875,12.215,18.853,10.93,47.42
0.239,1.00225,12.227,18.919,10.93,47.3
-0.051,1.0515,12.246,18.982,10.93,47.23
-0.056,0.96075,12.268,19.037,10.93,47.17
-0.049,0.963375,12.297,19.088,10.93,47.04
-0.052,0.947875,12.333,19.127,10.93,46.9
-0.062,0.909,12.372,19.159,10.93,46.82
-0.001,0.922,12.416,19.184,10.93,46.77
-0.065,0.90125,12.463,19.198,10.93,46.74
0.191,0.896125,12.511,19.205,10.93,46.72
-0.055,0.92975,12.561,19.207,10.93,46.67
-0.004,0.87275,12.611,19.203,10.93,46.57
0.166,0.919375,12.657,19.193,10.93,46.4
0.368,0.963375,12.704,19.18,10.93,46.32
-0.015,0.88825,12.744,19.164,10.93,46.31
-0.066,0.95825,12.781,19.143,10.93,46.3
-0.062,0.991875,12.814,19.12,10.93,46.33
-0.061,1.048875,12.842,19.098,10.93,46.31
-0.066,0.997125,12.866,19.071,10.93,46.29
-0.053,0.9245,12.887,19.039,10.93,46.27
-0.003,0.8805,12.903,19.008,10.93,46.28
-0.095,0.85725,12.914,18.973,10.93,46.32
0.199,0.903875,12.924,18.938,10.93,46.38
-0.03,0.966,12.929,18.9,10.93,46.39
0.047,0.88825,12.932,18.863,10.93,46.4
0.31,0.826125,12.93,18.823,10.93,46.39
0.224,0.898625,12.927,18.784,10.93,46.38
-0.052,0.922,12.92,18.744,10.93,46.38
-0.056,0.911625,12.911,18.705,10.93,46.39
-0.051,0.9245,12.901,18.667,10.91,46.37
-0.057,0.9375,12.89,18.628,10.93,46.34
-0.066,0.940125,12.876,18.593,10.93,46.31
-0.028,0.999625,12.861,18.556,10.93,46.3
-0.041,0.997125,12.842,18.522,10.93,46.32
-0.061,0.96075,12.825,18.489,10.93,46.33
0.177,0.984125,12.805,18.457,10.93,46.37
-0.021,0.953,12.783,18.425,10.93,46.49
0.099,0.8935,12.761,18.398,10.93,46.61
0.379,0.922,12.736,18.372,10.93,46.74
0.055,0.88575,12.714,18.347,10.91,46.87
-0.078,0.84425,12.687,18.325,10.93,47.01
-0.076,0.88825,12.66,18.304,10.91,47.14
-0.076,0.922,12.633,18.285,10.91,47.27
-0.09,0.95825,12.606,18.269,10.91,47.41
-0.059,0.8935,12.576,18.253,10.93,47.57
-0.081,0.903875,12.548,18.235,10.91,47.75
-0.061,0.9815,12.519,18.22,10.91,47.98
0.092,0.978875,12.49,18.205,10.91,48.17
-0.053,1.020375,12.461,18.193,10.91,48.36
0.075,0.971125,12.432,18.178,10.91,48.53
0.332,0.955625,12.403,18.166,10.91,48.74
-0.06,0.883125,12.374,18.154,10.91,48.96
-0.121,0.852,12.346,18.142,10.91,49.18
-0.112,0.927125,12.317,18.132,10.91,49.36
-0.117,0.95825,12.287,18.124,10.91,49.48
-0.09,0.90125,12.262,18.114,10.91,49.6
-0.117,0.8365,12.209,18.099,10.91,49.94
-0.123,0.88825,12.208,18.101,10.9,49.96
0.082,0.883125,12.182,18.092,10.91,50.16
-0.087,0.966,12.157,18.085,10.91,50.35
0.042,0.909,12.132,18.076,10.91,50.52
0.303,0.963375,12.109,18.067,10.91,50.7
-0.044,0.997125,12.087,18.059,10.9,50.91
-0.155,0.971125,12.064,18.05,10.91,51.07
-0.148,1.007375,12.042,18.04,10.91,51.25
-0.138,0.94525,12.019,18.031,10.9,51.34
-0.088,0.953,12.0,18.02,10.9,51.45
-0.189,0.922,11.978,18.01,10.9,51.59
0.112,0.97375,11.96,18.0,10.9,51.72
-0.145,0.953,11.94,17.99,10.9,51.83
-0.047,0.92975,11.92,17.98,10.9,51.94
0.199,0.867625,11.903,17.97,10.9,52.07
0.164,0.883125,11.884,17.958,10.9,52.12
-0.139,0.903875,11.866,17.948,10.9,52.2
-0.146,0.898625,11.849,17.937,10.9,52.28
-0.132,0.94525,11.833,17.924,10.9,52.27
-0.073,0.903875,11.816,17.915,10.9,52.16
-0.144,0.95825,11.8,17.906,10.9,52.03
0.106,1.01,11.784,17.896,10.9,51.88
-0.111,1.04625,11.769,17.886,10.9,51.7
-0.062,1.007375,11.754,17.877,10.9,51.47
0.115,0.98925,11.74,17.871,10.9,51.24
0.312,0.919375,11.725,17.867,10.9,50.99
-0.074,0.919375,11.711,17.862,10.9,50.74
-0.119,0.94525,11.697,17.861,10.9,50.51
-0.105,0.940125,11.683,17.864,10.9,50.26
-0.104,0.846875,11.67,17.868,10.9,49.96
-0.04,0.88825,11.658,17.877,10.9,49.66
-0.12,0.896125,11.649,17.89,10.9,49.46
0.205,0.906375,11.639,17.906,10.9,49.32
-0.128,0.940125,11.629,17.928,10.9,49.17
-0.022,0.91675,11.623,17.953,10.9,49.05
0.172,0.934875,11.618,17.98,10.9,48.91
0.328,0.942625,11.615,18.011,10.9,48.79
-0.052,1.033375,11.615,18.044,10.9,48.7
-0.082,1.007375,11.618,18.076,10.9,48.61
-0.069,0.9505,11.624,18.111,10.9,48.48
-0.067,0.9945,11.636,18.142,10.9,48.33
-0.066,0.953,11.651,18.172,10.9,48.2
-0.002,0.911625,11.672,18.198,10.9,48.13
-0.099,0.971125,11.698,18.222,10.9,48.05
0.213,0.87275,11.728,18.239,10.9,47.92
-0.046,0.890875,11.762,18.256,10.9,47.8
0.032,0.898625,11.798,18.266,10.9,47.67
0.277,0.91425,11.838,18.275,10.9,47.57
0.271,0.909,11.879,18.279,10.9,47.5
-0.048,0.927125,11.921,18.279,10.9,47.43
-0.058,0.90125,11.965,18.277,10.9,47.34
-0.049,0.91425,12.004,18.273,10.9,47.22
-0.056,0.968625,12.044,18.268,10.9,47.1
-0.059,1.01775,12.08,18.26,10.9,47.02
0.008,0.934875,12.115,18.251,10.9,47.02
-0.09,0.934875,12.146,18.24,10.9,46.96
0.206,0.966,12.175,18.228,10.9,46.89
-0.052,0.898625,12.198,18.215,10.9,46.83
0.029,0.978875,12.218,18.2,10.9,46.79
0.26,0.96075,12.234,18.185,10.9,46.73
0.071,0.883125,12.249,18.171,10.9,46.7
-0.052,0.867625,12.262,18.156,10.9,46.69
-0.055,0.911625,12.269,18.138,10.9,46.67
-0.049,0.932375,12.274,18.122,10.9,46.64
-0.054,0.932375,12.276,18.107,10.9,46.58
-0.063,0.896125,12.276,18.075,10.9,46.49
0.004,0.96075,12.275,18.074,10.9,46.48
-0.081,1.020375,12.274,18.059,10.9,46.47
0.225,0.98675,12.269,18.044,10.9,46.47
-0.093,1.05925,12.262,18.029,10.9,46.48
0.009,0.97375,12.253,18.011,10.9,46.48
0.209,0.947875,12.243,17.997,10.9,46.47
0.328,0.91675,12.233,17.984,10.9,46.5
-0.038,0.91425,12.222,17.969,10.9,46.56
-0.067,0.9505,12.21,17.954,10.9,46.6
-0.06,0.919375,12.197,17.939,10.9,46.59
-0.064,0.906375,12.182,17.927,10.9,46.55
-0.075,0.87275,12.167,17.912,10.9,46.53
-0.034,0.898625,12.152,17.898,10.9,46.54
-0.057,0.922,12.136,17.885,10.9,46.57
-0.041,0.90125,12.119,17.871,10.9,46.56
0.127,0.942625,12.101,17.857,10.9,46.59
-0.026,0.971125,12.083,17.843,10.9,46.58
0.102,0.98675,12.062,17.83,10.9,46.58
0.372,1.028125,12.044,17.816,10.9,46.62
0.03,1.0385,12.023,17.804,10.9,46.7
-0.084,0.919375,12.002,17.79,10.9,46.78
-0.08,0.953,11.981,17.779,10.9,46.83
-0.079,0.909,11.96,17.768,10.9,46.88
-0.093,0.91675,11.94,17.756,10.9,46.92
-0.06,0.963375,11.919,17.746,10.9,47.03
-0.082,0.852,11.898,17.738,10.9,47.17
-0.066,0.85975,11.878,17.732,10.9,47.33
0.087,0.877875,11.858,17.726,10.9,47.5
-0.059,0.877875,11.84,17.722,10.9,47.66
0.065,0.8935,11.822,17.718,10.9,47.81
0.328,0.8935,11.804,17.716,10.9,47.97
-0.007,0.91675,11.788,17.713,10.9,48.16
-0.121,0.978875,11.772,17.712,10.9,48.34
-0.118,0.999625,11.757,17.711,10.9,48.5
-0.116,1.007375,11.742,17.708,10.89,48.61
-0.107,0.976375,11.727,17.707,10.89,48.72
-0.088,0.978875,11.715,17.706,10.89,48.85
-0.176,0.932375,11.703,17.702,10.89,49.0
0.125,0.903875,11.693,17.698,10.89,49.17
-0.092,0.942625,11.681,17.695,10.89,49.34
0.006,0.92975,11.673,17.691,10.89,49.5
0.284,0.922,11.665,17.684,10.89,49.64
0.056,0.875375,11.656,17.678,10.89,49.78
-0.134,0.865,11.65,17.671,10.89,49.93
-0.131,0.978875,11.643,17.664,10.89,50.08
-0.128,0.97375,11.636,17.657,10.89,50.17
-0.091,0.9245,11.629,17.65,10.89,50.24
-0.124,0.98925,11.623,17.642,10.89,50.33
-0.101,0.98925,11.615,17.635,10.89,50.42
0.065,1.01525,11.609,17.627,10.89,50.48
-0.083,0.9815,11.6,17.617,10.89,50.54
0.05,0.98675,11.594,17.609,10.89,50.61
0.312,0.98675,11.585,17.6,10.89,50.67
-0.043,0.927125,11.576,17.59,10.89,50.77
-0.144,0.9375,11.569,17.582,10.89,50.88
-0.133,0.906375,11.559,17.572,10.89,50.99
-0.118,0.903875,11.551,17.564,10.89,51.03
-0.078,0.906375,11.542,17.555,10.89,51.05
-0.171,0.846875,11.532,17.548,10.89,51.12
0.13,0.927125,11.522,17.54,10.89,51.21
-0.107,0.927125,11.512,17.534,10.89,51.24
-0.015,0.91675,11.502,17.529,10.89,51.29
0.24,0.903875,11.494,17.528,10.89,51.33
0.169,0.94525,11.482,17.528,10.89,51.3
-0.114,0.963375,11.472,17.529,10.89,51.26
-0.118,0.9815,11.462,17.533,10.89,51.2
-0.103,0.932375,11.454,17.539,10.89,51.04
-0.069,0.919375,11.445,17.548,10.89,50.86
-0.083,0.940125,11.436,17.558,10.89,50.72
-0.132,0.922,11.429,17.568,10.89,50.56
0.172,0.94525,11.424,17.577,10.89,50.38
-0.05,0.922,11.419,17.591,10.89,50.18
0.078,0.862375,11.416,17.604,10.89,49.99
0.368,0.841625,11.415,17.617,10.89,49.79
0.049,0.85725,11.415,17.631,10.89,49.6
-0.082,0.903875,11.419,17.646,10.89,49.45
-0.075,0.909,11.424,17.661,10.89,49.31
-0.063,0.898625,11.43,17.674,10.89,49.11
-0.058,0.9505,11.437,17.688,10.89,48.92
-0.003,0.98675,11.449,17.701,10.89,48.77
-0.1,1.012625,11.461,17.712,10.89,48.64
0.213,1.035875,11.475,17.722,10.89,48.5
-0.032,0.9505,11.488,17.728,10.89,48.39
0.047,1.01525,11.503,17.736,10.89,48.28
0.31,0.909,11.518,17.738,10.89,48.16
0.262,0.968625,11.535,17.74,10.89,48.05
-0.04,0.91425,11.551,17.74,10.89,47.94
-0.046,0.91675,11.567,17.736,10.89,47.83
-0.037,0.854625,11.583,17.733,10.89,47.66
-0.042,0.88575,11.598,17.728,10.89,47.51
-0.025,0.91675,11.613,17.722,10.89,47.39
0.0,0.94525,11.625,17.714,10.89,47.28
-0.093,0.92975,11.639,17.704,10.89,47.2
0.231,0.966,11.649,17.697,10.89,47.14
-0.012,0.922,11.657,17.687,10.89,47.05
0.083,1.04625,11.665,17.679,10.89,46.95
0.37,1.007375,11.67,17.673,10.89,46.86
0.17,0.968625,11.674,17.668,10.89,46.83
-0.047,0.942625,11.676,17.667,10.89,46.83
-0.047,0.971125,11.676,17.671,10.89,46.82
-0.042,0.890875,11.676,17.679,10.89,46.73
-0.054,0.97375,11.675,17.693,10.89,46.66
-0.025,0.94525,11.671,17.711,10.89,46.64
-0.024,0.903875,11.667,17.731,10.89,46.61
0.071,0.896125,11.662,17.752,10.89,46.63
0.084,0.922,11.657,17.775,10.89,46.65
-0.021,0.927125,11.655,17.8,10.89,46.63
0.083,0.896125,11.65,17.823,10.89,46.6
0.371,0.919375,11.647,17.844,10.89,46.6
0.105,0.88575,11.641,17.88,10.89,46.62
-0.064,0.953,11.64,17.882,10.89,46.62
-0.058,0.98925,11.638,17.896,10.89,46.61
-0.055,0.9945,11.637,17.908,10.89,46.55
-0.069,0.98925,11.637,17.918,10.89,46.53
-0.028,0.955625,11.635,17.924,10.89,46.53
-0.061,0.896125,11.634,17.927,10.89,46.53
-0.046,0.940125,11.634,17.928,10.89,46.53
0.14,0.9945,11.634,17.927,10.89,46.57
-0.025,0.932375,11.634,17.922,10.89,46.58
0.104,0.88575,11.632,17.916,10.89,46.55
0.379,0.852,11.629,17.908,10.89,46.55
0.036,0.88825,11.627,17.897,10.89,46.59
-0.073,0.9245,11.623,17.886,10.89,46.62
-0.067,0.95825,11.62,17.872,10.89,46.62
-0.063,0.942625,11.615,17.857,10.89,46.59
-0.073,0.966,11.61,17.842,10.89,46.56
-0.005,1.00225,11.604,17.827,10.89,46.56
-0.089,1.0385,11.596,17.809,10.89,46.54
0.21,1.007375,11.589,17.789,10.89,46.54
-0.103,0.9945,11.579,17.772,10.89,46.58
0.0,0.932375,11.571,17.752,10.89,46.56
0.184,0.8935,11.562,17.732,10.89,46.54
0.332,0.976375,11.552,17.712,10.89,46.54
-0.041,0.95825,11.539,17.693,10.89,46.55
-0.079,0.91425,11.529,17.675,10.89,46.56
-0.07,0.854625,11.518,17.655,10.89,46.55
-0.076,0.903875,11.507,17.639,10.89,46.52
-0.068,0.883125,11.494,17.623,10.89,46.5
-0.027,0.942625,11.483,17.609,10.89,46.49
-0.121,0.922,11.471,17.595,10.89,46.48
0.161,0.909,11.46,17.585,10.89,46.47
-0.052,0.9815,11.447,17.579,10.89,46.49
0.024,1.023,11.435,17.575,10.89,46.48
0.273,0.98675,11.422,17.575,10.89,46.47
0.203,0.968625,11.41,17.579,10.89,46.47
-0.077,0.96075,11.397,17.585,10.89,46.47
-0.083,0.94525,11.385,17.595,10.89,46.46
-0.075,0.955625,11.373,17.609,10.89,46.44
-0.084,0.942625,11.362,17.625,10.89,46.47
-0.048,0.90125,11.35,17.645,10.89,46.48
-0.065,0.8365,11.34,17.665,10.89,46.49
-0.103,0.85975,11.332,17.688,10.89,46.43
0.151,0.94525,11.324,17.713,10.89,46.42
-0.042,0.898625,11.317,17.738,10.89,46.44
0.078,0.927125,11.312,17.765,10.89,46.49
0.352,0.927125,11.309,17.79,10.89,46.56
0.046,0.9505,11.308,17.815,10.89,46.62
-0.089,0.9815,11.308,17.836,10.89,46.7
-0.085,0.984125,11.312,17.859,10.89,46.78
-0.085,0.991875,11.317,17.875,10.89,46.82
-0.076,0.95825,11.323,17.89,10.89,46.91
-0.062,0.932375,11.33,17.903,10.89,47.06
-0.149,0.906375,11.342,17.912,10.89,47.22
0.143,0.971125,11.353,17.92,10.89,47.4
-0.068,0.9505,11.367,17.922,10.89,47.55
0.028,0.898625,11.379,17.921,10.89,47.7
0.295,0.867625,11.391,17.919,10.89,47.87
0.064,0.909,11.404,17.913,10.88,48.08
-0.118,0.92975,11.415,17.903,10.88,48.29
-0.11,0.903875,11.425,17.893,10.88,48.48
-0.109,0.940125,11.434,17.881,10.88,48.61
-0.063,0.963375,11.441,17.867,10.88,48.74
-0.132,0.999625,11.449,17.851,10.88,48.91
0.092,1.004875,11.454,17.835,10.88,49.09
-0.109,1.004875,11.456,17.818,10.88,49.25
-0.059,1.01,11.459,17.799,10.88,49.41
0.103,0.963375,11.46,17.779,10.88,49.58
0.291,0.932375,11.46,17.759,10.88,49.75
-0.077,0.927125,11.458,17.739,10.88,49.92
-0.131,0.953,11.455,17.72,10.88,50.12
-0.12,0.976375,11.451,17.7,10.88,50.31
-0.081,0.854625,11.446,17.678,10.88,50.45
-0.129,0.818375,11.44,17.658,10.88,50.57
-0.089,0.896125,11.434,17.64,10.88,50.7
0.044,0.947875,11.426,17.619,10.88,50.85
-0.076,0.90125,11.419,17.599,10.88,50.95
0.063,0.96075,11.41,17.58,10.89,51.08
0.306,0.984125,11.4,17.562,10.89,51.23
-0.061,0.966,11.393,17.544,10.89,51.37
-0.147,0.966,11.383,17.527,10.89,51.51
-0.13,0.98925,11.37,17.512,10.89,51.67
-0.079,0.997125,11.36,17.498,10.89,51.78
-0.134,0.92975,11.35,17.488,10.88,51.89
-0.042,0.911625,11.34,17.482,10.88,52.0
0.013,0.9505,11.33,17.479,10.88,52.09
-0.071,0.968625,11.322,17.482,10.89,52.02
0.087,0.88825,11.313,17.494,10.89,51.94
0.323,0.82875,11.305,17.517,10.88,51.89
-0.06,0.8495,11.298,17.549,10.89,51.75
-0.127,0.91425,11.292,17.592,10.88,51.6
-0.113,0.883125,11.287,17.647,10.89,51.45
-0.068,0.9245,11.286,17.712,10.89,51.26
-0.082,0.940125,11.286,17.783,10.89,51.06
-0.14,0.976375,11.291,17.859,10.89,50.87
0.16,0.9945,11.301,17.936,10.89,50.69
-0.057,0.968625,11.316,18.014,10.89,50.48
0.071,0.997125,11.339,18.086,10.89,50.29
0.358,0.9245,11.368,18.153,10.89,50.13
0.029,0.9245,11.406,18.213,10.89,49.94
-0.099,0.8935,11.452,18.265,10.89,49.79
-0.089,0.991875,11.506,18.309,10.89,49.66
-0.08,0.8935,11.564,18.343,10.89,49.46
-0.022,0.852,11.629,18.369,10.89,49.27
-0.09,0.865,11.696,18.392,10.89,49.13
0.148,0.85725,11.765,18.405,10.9,49.03
-0.039,0.976375,11.835,18.413,10.89,48.93
-0.012,0.875375,11.904,18.416,10.89,48.79
0.158,0.898625,11.968,18.412,10.89,48.63
0.358,0.976375,12.029,18.405,10.89,48.46
-0.028,0.9815,12.085,18.393,10.89,48.4
-0.078,0.999625,12.133,18.377,10.89,48.33
-0.065,1.012625,12.178,18.359,10.89,48.15
-0.064,0.98925,12.218,18.339,10.89,47.92
-0.046,0.971125,12.253,18.315,10.89,47.8
-0.024,0.92975,12.28,18.29,10.89,47.7
-0.116,0.919375,12.303,18.261,10.89,47.57
0.201,0.97375,12.321,18.228,10.89,47.43
-0.035,0.865,12.335,18.195,10.89,47.3
0.053,0.8495,12.346,18.161,10.89,47.22
0.33,0.85975,12.354,18.125,10.88,47.15
0.027,0.890875,12.358,18.086,10.89,47.08
-0.082,0.877875,12.356,18.05,10.88,47.01
-0.075,0.984125,12.354,18.013,10.88,46.95
-0.068,0.91675,12.349,17.976,10.88,46.84
-0.077,0.922,12.339,17.939,10.88,46.73
-0.048,1.01525,12.317,17.87,10.88,46.67
-0.043,0.984125,12.317,17.866,10.89,46.67
-0.121,1.0385,12.304,17.834,10.88,46.69
0.202,0.9245,12.288,17.8,10.89,46.7
-0.039,0.9815,12.269,17.769,10.89,46.66
0.065,0.883125,12.251,17.737,10.88,46.62
0.35,0.947875,12.228,17.707,10.88,46.61
0.097,0.906375,12.207,17.679,10.88,46.66
-0.082,0.865,12.183,17.651,10.88,46.7
-0.076,0.862375,12.158,17.624,10.88,46.71
-0.072,0.90125,12.132,17.599,10.88,46.66
-0.083,0.95825,12.105,17.575,10.88,46.62
-0.039,0.890875,12.078,17.552,10.88,46.61
-0.063,0.919375,12.049,17.531,10.89,46.63
-0.092,0.903875,12.019,17.508,10.89,46.64
0.159,1.00225,11.987,17.488,10.89,46.66
-0.04,0.942625,11.956,17.47,10.88,46.65
0.082,1.0385,11.923,17.452,10.89,46.64
0.357,0.922,11.89,17.435,10.89,46.64
0.039,0.9945,11.857,17.42,10.89,46.68
