ECG,foot GSR,hand GSR,HR,marker,RESP
-0.024,18.382,7.29,80.0,15.49,33.93
-0.044,18.379,7.289,80.0,15.49,34.02
-0.047,18.374,7.286,80.0,15.49,34.19
-0.067,18.368,7.285,80.0,15.49,34.27
-0.079,18.364,7.284,80.0,15.49,34.51
-0.083,18.358,7.281,80.0,15.49,34.79
-0.06,18.352,7.28,80.0,15.48,35.1
-0.033,18.347,7.279,80.0,15.48,35.45
-0.084,18.34,7.277,80.0,15.48,35.79
0.161,18.335,7.276,80.0,15.48,36.11
-0.073,18.33,7.274,80.0,15.48,36.49
-0.034,18.323,7.272,80.0,15.47,36.84
0.058,18.317,7.271,93.0,15.47,37.2
0.145,18.312,7.269,93.0,15.47,37.54
-0.021,18.305,7.267,93.0,15.47,37.91
-0.066,18.298,7.266,93.0,15.47,38.27
-0.06,18.292,7.265,93.0,15.47,38.58
-0.071,18.286,7.264,93.0,15.47,38.82
-0.077,18.28,7.261,93.0,15.47,39.05
-0.022,18.273,7.26,93.0,15.47,39.28
-0.055,18.266,7.257,93.0,15.47,39.34
0.035,18.26,7.256,93.0,15.47,39.35
0.084,18.254,7.255,93.0,15.47,39.25
-0.047,18.248,7.254,93.0,15.47,39.12
0.003,18.24,7.251,93.0,15.46,39.01
0.119,18.233,7.249,72.0,15.46,38.89
0.144,18.225,7.246,72.0,15.46,38.78
-0.032,18.22,7.245,72.0,15.46,38.67
-0.044,18.213,7.244,72.0,15.44,38.55
-0.043,18.205,7.243,72.0,15.44,38.42
-0.061,18.198,7.242,72.0,15.44,38.18
-0.07,18.191,7.239,72.0,15.44,37.99
0.009,18.184,7.237,72.0,15.44,37.88
-0.075,18.177,7.235,72.0,15.44,37.77
0.194,18.171,7.234,72.0,15.44,37.73
-0.049,18.162,7.232,72.0,15.44,37.65
-0.029,18.156,7.23,72.0,15.44,37.54
0.036,18.148,7.229,72.0,15.44,37.43
0.164,18.141,7.227,72.0,15.44,37.33
0.1,18.136,7.225,72.0,15.44,37.23
-0.049,18.128,7.224,72.0,15.43,37.13
-0.039,18.123,7.222,72.0,15.43,37.06
-0.046,18.118,7.22,72.0,15.43,36.89
-0.063,18.113,7.219,72.0,15.43,36.65
-0.066,18.108,7.217,72.0,15.43,36.51
-0.068,18.103,7.217,72.0,15.42,36.39
0.007,18.099,7.213,72.0,15.42,36.28
-0.071,18.096,7.212,72.0,15.42,36.23
0.043,18.094,7.21,72.0,15.42,36.13
-0.039,18.093,7.209,72.0,15.42,36.01
-0.031,18.09,7.208,72.0,15.42,35.9
0.035,18.088,7.205,72.0,15.42,35.78
0.167,18.088,7.204,67.0,15.42,35.7
0.122,18.088,7.203,67.0,15.42,35.63
-0.044,18.085,7.202,67.0,15.42,35.46
-0.038,18.085,7.199,67.0,15.42,35.45
-0.044,18.085,7.199,67.0,15.42,35.31
-0.062,18.085,7.197,67.0,15.42,35.03
-0.069,18.085,7.195,67.0,15.41,34.9
-0.072,18.085,7.194,67.0,15.41,34.74
-0.071,18.083,7.193,67.0,15.41,34.64
-0.068,18.083,7.192,67.0,15.41,34.6
-0.044,18.083,7.189,67.0,15.41,34.51
0.002,18.083,7.189,67.0,15.4,34.39
-0.072,18.083,7.187,67.0,15.4,34.3
0.197,18.083,7.187,67.0,15.4,34.23
-0.029,18.081,7.184,67.0,15.4,34.17
0.008,18.08,7.183,67.0,15.4,34.12
0.105,18.078,7.182,75.0,15.4,34.04
0.221,18.078,7.18,75.0,15.4,33.97
0.05,18.075,7.179,75.0,15.4,33.91
-0.036,18.074,7.177,75.0,15.4,33.85
-0.024,18.071,7.175,75.0,15.4,33.83
-0.038,18.07,7.174,75.0,15.4,33.66
-0.05,18.068,7.172,75.0,15.4,33.5
-0.055,18.065,7.172,75.0,15.4,33.45
-0.058,18.063,7.169,75.0,15.4,33.38
-0.062,18.06,7.168,75.0,15.4,33.37
-0.066,18.058,7.167,75.0,15.38,33.36
-0.053,18.055,7.167,75.0,15.4,33.36
-0.007,18.051,7.164,75.0,15.38,33.34
-0.087,18.049,7.164,75.0,15.38,33.35
0.186,18.046,7.162,75.0,15.38,33.46
-0.051,18.043,7.16,75.0,15.37,33.61
-0.016,18.039,7.159,75.0,15.37,33.81
0.075,18.034,7.158,72.0,15.37,34.05
0.201,18.03,7.157,72.0,15.37,34.33
0.043,18.026,7.155,72.0,15.37,34.61
-0.057,18.024,7.153,72.0,15.37,34.92
-0.044,18.019,7.152,72.0,15.37,35.25
-0.053,18.014,7.15,72.0,15.37,35.47
-0.067,18.011,7.15,72.0,15.37,35.69
-0.073,18.007,7.147,72.0,15.37,36.01
-0.076,18.002,7.146,72.0,15.37,36.29
-0.068,17.997,7.145,72.0,15.37,36.62
-0.001,17.992,7.142,72.0,15.37,36.88
-0.082,17.987,7.141,72.0,15.37,37.14
0.204,17.984,7.14,72.0,15.37,37.41
-0.057,17.979,7.138,72.0,15.37,37.61
-0.016,17.974,7.137,72.0,15.36,37.74
0.062,17.969,7.135,60.0,15.36,37.76
0.192,17.964,7.135,60.0,15.36,37.73
0.089,17.959,7.132,60.0,15.36,37.63
-0.038,17.954,7.131,60.0,15.36,37.54
-0.032,17.949,7.13,60.0,15.35,37.39
-0.043,17.944,7.128,60.0,15.35,37.19
-0.059,17.939,7.127,60.0,15.35,36.92
-0.066,17.934,7.125,60.0,15.35,36.74
-0.066,17.929,7.125,60.0,15.35,36.57
-0.066,17.924,7.122,60.0,15.35,36.48
-0.032,17.92,7.121,60.0,15.35,36.39
-0.023,17.913,7.12,60.0,15.35,36.24
-0.029,17.907,7.118,60.0,15.35,36.09
0.151,17.902,7.117,60.0,15.35,35.94
-0.038,17.897,7.115,60.0,15.35,35.83
0.01,17.892,7.115,60.0,15.35,35.69
0.124,17.887,7.112,81.0,15.35,35.58
0.201,17.882,7.11,81.0,15.35,35.47
-0.001,17.877,7.11,81.0,15.35,35.35
-0.047,17.872,7.107,81.0,15.33,35.21
-0.034,17.867,7.107,81.0,15.33,35.1
-0.051,17.86,7.105,81.0,15.33,34.84
-0.064,17.855,7.102,81.0,15.33,34.62
-0.066,17.852,7.102,81.0,15.33,34.47
-0.066,17.845,7.101,81.0,15.33,34.34
-0.062,17.842,7.1,81.0,15.32,34.29
-0.061,17.835,7.098,81.0,15.32,34.23
0.015,17.833,7.097,81.0,15.32,34.13
-0.051,17.828,7.095,81.0,15.32,34.03
0.191,17.823,7.093,81.0,15.32,33.95
-0.035,17.818,7.092,81.0,15.32,33.89
-0.01,17.813,7.091,81.0,15.32,33.84
0.058,17.808,7.09,81.0,15.32,33.79
0.2,17.801,7.088,81.0,15.32,33.73
0.177,17.799,7.085,81.0,15.32,33.69
-0.016,17.795,7.085,81.0,15.32,33.66
-0.022,17.79,7.083,55.0,15.32,33.63
-0.024,17.787,7.081,55.0,15.32,33.58
-0.039,17.783,7.08,55.0,15.32,33.39
-0.046,17.779,7.077,55.0,15.32,33.33
-0.046,17.775,7.077,55.0,15.32,33.3
-0.046,17.773,7.075,55.0,15.32,33.28
-0.045,17.77,7.073,55.0,15.32,33.28
-0.028,17.767,7.072,55.0,15.32,33.29
0.029,17.763,7.071,55.0,15.31,33.28
-0.053,17.76,7.07,55.0,15.31,33.27
0.215,17.758,7.069,55.0,15.31,33.26
-0.016,17.754,7.066,55.0,15.31,33.26
0.016,17.75,7.065,55.0,15.31,33.26
0.107,17.747,7.064,55.0,15.3,33.26
0.242,17.744,7.063,55.0,15.3,33.26
0.09,17.742,7.06,55.0,15.3,33.3
-0.032,17.738,7.06,55.0,15.3,33.36
-0.027,17.736,7.058,55.0,15.3,33.49
-0.042,17.732,7.056,55.0,15.31,33.54
-0.057,17.73,7.055,55.0,15.31,33.65
-0.065,17.726,7.053,55.0,15.3,33.84
-0.07,17.723,7.051,55.0,15.3,34.09
-0.072,17.72,7.05,55.0,15.27,34.39
-0.036,17.716,7.048,55.0,15.27,34.67
-0.039,17.713,7.048,55.0,15.26,34.94
-0.005,17.71,7.045,55.0,15.24,35.22
0.124,17.706,7.044,55.0,15.25,35.53
-0.047,17.702,7.043,55.0,15.24,35.84
-0.008,17.698,7.04,55.0,15.24,36.16
0.097,17.696,7.038,59.0,15.24,36.46
0.165,17.692,7.038,59.0,15.24,36.77
-0.02,17.688,7.035,59.0,15.24,37.12
-0.057,17.685,7.035,59.0,15.24,37.5
-0.055,17.681,7.033,59.0,15.24,37.8
-0.071,17.678,7.033,59.0,15.24,38.01
-0.077,17.675,7.03,59.0,15.24,38.27
-0.079,17.671,7.029,59.0,15.24,38.58
-0.059,17.668,7.028,59.0,15.24,38.79
-0.013,17.666,7.026,59.0,15.24,38.98
-0.082,17.661,7.025,59.0,15.22,39.02
0.206,17.657,7.024,59.0,15.22,38.99
-0.051,17.655,7.023,59.0,15.22,38.84
-0.016,17.651,7.021,59.0,15.22,38.71
0.075,17.648,7.019,65.0,15.22,38.53
0.187,17.644,7.018,65.0,15.22,38.36
0.026,17.641,7.016,65.0,15.22,38.2
-0.05,17.636,7.015,65.0,15.22,38.03
-0.04,17.634,7.014,65.0,15.22,37.86
-0.052,17.631,7.013,65.0,15.22,37.59
-0.06,17.628,7.01,65.0,15.22,37.33
-0.061,17.624,7.01,65.0,15.22,37.17
-0.048,17.621,7.009,65.0,15.22,37.0
0.015,17.62,7.008,65.0,15.22,36.9
-0.069,17.62,7.005,65.0,15.22,36.8
0.218,17.619,7.005,65.0,15.22,36.64
-0.04,17.62,7.003,65.0,15.22,36.49
-0.006,17.623,7.003,65.0,15.22,36.36
0.077,17.626,7.0,65.0,15.21,36.26
0.207,17.632,7.0,65.0,15.21,36.16
0.078,17.64,6.999,65.0,15.21,36.07
-0.039,17.65,6.998,65.0,15.21,35.97
-0.029,17.662,6.996,65.0,15.21,35.89
-0.04,17.676,6.996,65.0,15.21,35.68
-0.055,17.693,6.995,65.0,15.21,35.43
-0.058,17.712,6.995,65.0,15.21,35.29
-0.055,17.732,6.994,65.0,15.21,35.15
-0.052,17.753,6.995,65.0,15.21,35.05
0.027,17.778,6.995,65.0,15.21,34.97
-0.059,17.803,6.995,65.0,15.21,34.86
0.213,17.829,6.995,65.0,15.21,34.73
-0.033,17.856,6.995,65.0,15.2,34.62
0.003,17.885,6.995,65.0,15.2,34.52
0.08,17.913,6.995,65.0,15.2,34.42
0.219,17.943,6.995,65.0,15.2,34.35
0.151,17.973,6.996,65.0,15.2,34.27
-0.012,18.003,6.998,65.0,15.2,34.19
-0.008,18.035,6.998,61.0,15.2,34.14
-0.014,18.062,6.998,61.0,15.2,34.02
-0.032,18.092,6.998,61.0,15.2,33.77
-0.04,18.121,6.998,61.0,15.2,33.69
-0.041,18.147,7.0,61.0,15.2,33.61
-0.041,18.174,7.0,61.0,15.2,33.56
-0.003,18.2,7.0,61.0,15.2,33.54
0.004,18.225,7.0,61.0,15.2,33.51
-0.009,18.248,7.001,61.0,15.2,33.47
0.172,18.269,7.003,61.0,15.2,33.43
-0.021,18.291,7.003,61.0,15.2,33.41
0.02,18.311,7.003,61.0,15.19,33.39
0.133,18.329,7.004,60.0,15.19,33.38
0.215,18.347,7.005,60.0,15.19,33.39
0.006,18.363,7.005,60.0,15.19,33.45
-0.049,18.378,7.005,60.0,15.19,33.57
-0.049,18.392,7.005,60.0,15.19,33.77
-0.065,18.405,7.005,60.0,15.19,33.87
-0.076,18.418,7.005,60.0,15.19,34.07
-0.083,18.428,7.005,60.0,15.19,34.33
-0.078,18.438,7.005,60.0,15.19,34.58
-0.012,18.448,7.005,60.0,15.19,34.9
-0.097,18.457,7.005,60.0,15.19,35.17
0.18,18.464,7.005,60.0,15.19,35.43
-0.082,18.471,7.005,60.0,15.19,35.71
-0.047,18.476,7.005,60.0,15.19,36.0
0.025,18.481,7.005,64.0,15.19,36.31
0.148,18.486,7.005,64.0,15.18,36.59
0.052,18.489,7.005,64.0,15.18,36.91
-0.068,18.493,7.005,64.0,15.18,37.27
-0.064,18.494,7.005,64.0,15.18,37.57
-0.077,18.498,7.003,64.0,15.18,37.76
-0.09,18.498,7.004,64.0,15.18,37.9
-0.091,18.498,7.003,64.0,15.18,38.1
-0.045,18.498,7.003,64.0,15.18,38.19
-0.047,18.495,7.003,64.0,15.18,38.2
-0.026,18.493,7.003,64.0,15.18,38.15
0.134,18.49,7.003,64.0,15.18,38.02
-0.053,18.486,7.001,64.0,15.18,37.9
-0.002,18.484,7.001,64.0,15.18,37.77
0.107,18.479,7.0,68.0,15.18,37.61
0.168,18.474,7.0,68.0,15.18,37.46
-0.016,18.466,7.0,68.0,15.18,37.33
-0.044,18.461,7.0,68.0,15.18,37.18
-0.038,18.456,6.998,68.0,15.18,37.05
-0.054,18.449,6.998,68.0,15.18,36.79
-0.064,18.443,6.998,68.0,15.16,36.6
-0.067,18.435,6.998,68.0,15.16,36.46
-0.057,18.428,6.995,68.0,15.16,36.3
0.006,18.42,6.995,68.0,15.16,36.24
-0.079,18.412,6.995,68.0,15.16,36.13
0.208,18.404,6.994,68.0,15.16,36.01
-0.042,18.395,6.993,68.0,15.16,35.89
-0.006,18.388,6.993,68.0,15.16,35.77
0.077,18.378,6.991,64.0,15.16,35.67
0.207,18.369,6.99,64.0,15.16,35.58
0.083,18.361,6.99,64.0,15.16,35.51
-0.032,18.352,6.99,64.0,15.16,35.41
-0.021,18.343,6.988,64.0,15.16,35.34
-0.03,18.333,6.988,64.0,15.16,35.12
-0.046,18.323,6.986,64.0,15.16,34.86
-0.05,18.316,6.985,64.0,15.16,34.75
-0.048,18.306,6.985,64.0,15.15,34.63
-0.048,18.296,6.984,64.0,15.15,34.57
-0.041,18.286,6.983,64.0,15.15,34.51
0.031,18.278,6.983,64.0,15.15,34.44
-0.054,18.269,6.98,64.0,15.15,34.35
0.214,18.259,6.98,64.0,15.15,34.29
-0.024,18.25,6.979,64.0,15.15,34.22
0.009,18.241,6.978,64.0,15.15,34.15
0.088,18.231,6.978,64.0,15.15,34.09
0.226,18.223,6.976,64.0,15.15,34.03
0.123,18.214,6.976,64.0,15.15,33.96
-0.015,18.205,6.974,64.0,15.15,33.9
-0.007,18.196,6.973,58.0,15.15,33.85
-0.017,18.188,6.973,58.0,15.14,33.73
-0.038,18.179,6.971,58.0,15.14,33.53
-0.042,18.166,6.969,58.0,15.14,33.47
-0.042,18.157,6.971,58.0,15.14,33.41
-0.044,18.153,6.968,58.0,15.14,33.38
0.007,18.144,6.966,58.0,15.14,33.38
0.023,18.137,6.966,58.0,15.14,33.37
-0.061,18.128,6.964,58.0,15.14,33.35
0.194,18.121,6.963,58.0,15.14,33.34
-0.05,18.112,6.963,58.0,15.14,33.4
-0.025,18.104,6.961,58.0,15.14,33.61
0.043,18.096,6.959,58.0,15.14,33.62
0.177,18.087,6.958,57.0,15.14,33.83
0.127,18.08,6.957,57.0,15.14,34.05
-0.052,18.072,6.956,57.0,15.14,34.29
-0.054,18.065,6.953,57.0,15.14,34.58
-0.065,18.057,6.953,57.0,15.14,34.79
-0.084,18.049,6.951,57.0,15.14,34.95
-0.091,18.042,6.951,57.0,15.14,35.25
-0.092,18.034,6.948,57.0,15.14,35.53
-0.069,18.027,6.948,57.0,15.14,35.84
-0.053,18.02,6.947,57.0,15.14,36.14
-0.092,18.012,6.946,57.0,15.14,36.41
0.146,18.007,6.943,57.0,15.13,36.68
-0.082,17.999,6.943,57.0,15.13,36.99
-0.038,17.992,6.942,57.0,15.13,37.3
0.058,17.984,6.941,57.0,15.13,37.61
0.143,17.978,6.938,57.0,15.13,37.9
-0.03,17.972,6.938,57.0,15.13,38.23
-0.073,17.964,6.937,57.0,15.13,38.5
-0.068,17.957,6.936,57.0,15.13,38.76
-0.084,17.952,6.934,57.0,15.13,38.89
-0.093,17.944,6.933,57.0,15.13,38.9
-0.095,17.937,6.933,57.0,15.13,38.85
-0.083,17.932,6.931,57.0,15.13,38.7
-0.02,17.925,6.931,57.0,15.13,38.58
-0.1,17.92,6.928,57.0,15.13,38.41
0.202,17.912,6.927,57.0,15.13,38.22
-0.058,17.906,6.926,57.0,15.13,38.03
-0.021,17.9,6.926,57.0,15.13,37.87
0.06,17.893,6.923,65.0,15.13,37.7
0.185,17.887,6.922,65.0,15.11,37.55
0.07,17.881,6.922,65.0,15.11,37.41
-0.045,17.875,6.921,65.0,15.11,37.28
-0.029,17.87,6.918,65.0,15.11,37.18
-0.044,17.865,6.917,65.0,15.11,36.95
-0.06,17.857,6.916,65.0,15.11,36.69
-0.062,17.852,6.916,65.0,15.11,36.53
-0.057,17.847,6.916,65.0,15.11,36.37
-0.05,17.842,6.913,65.0,15.11,36.26
0.011,17.837,6.913,65.0,15.11,36.15
-0.007,17.833,6.911,65.0,15.11,36.04
0.078,17.828,6.911,65.0,15.11,35.93
0.126,17.823,6.911,65.0,15.11,35.9
0.003,17.82,6.911,65.0,15.11,35.86
0.057,17.815,6.911,65.0,15.11,35.74
0.178,17.81,6.911,65.0,15.11,35.63
0.226,17.808,6.911,65.0,15.11,35.51
0.02,17.807,6.911,65.0,15.11,35.36
-0.033,17.808,6.908,65.0,15.11,35.17
-0.009,17.815,6.906,60.0,15.11,34.97
-0.067,17.823,6.903,60.0,15.11,34.59
-0.066,17.828,6.903,60.0,15.11,34.24
-0.055,17.828,6.901,60.0,15.11,33.98
-0.046,17.827,6.901,60.0,15.1,33.84
-0.045,17.824,6.901,60.0,15.1,33.84
-0.033,17.824,6.901,60.0,15.1,33.5
0.05,17.824,6.902,60.0,15.1,33.31
-0.037,17.824,6.901,60.0,15.1,33.31
0.208,17.824,6.901,60.0,15.1,33.42
-0.021,17.824,6.898,60.0,15.1,33.3
0.011,17.824,6.892,60.0,15.1,33.22
0.089,17.824,6.89,60.0,15.1,33.18
0.23,17.824,6.89,60.0,15.1,33.04
0.158,17.824,6.889,60.0,15.1,32.9
-0.014,17.824,6.886,60.0,15.1,32.95
-0.023,17.825,6.886,55.0,15.1,33.0
-0.041,17.827,6.886,55.0,15.1,32.82
-0.063,17.827,6.885,55.0,15.1,32.5
-0.073,17.827,6.885,55.0,15.1,32.3
-0.077,17.827,6.892,55.0,15.1,32.17
-0.082,17.827,6.899,55.0,15.09,32.26
-0.056,17.827,6.907,55.0,15.09,32.37
-0.031,17.824,6.918,55.0,15.09,32.69
-0.079,17.824,6.933,55.0,15.09,32.87
0.129,17.824,6.937,55.0,15.09,33.05
-0.075,17.823,6.924,55.0,15.09,33.36
-0.045,17.822,6.907,55.0,15.09,33.73
0.046,17.823,6.894,59.0,15.09,34.13
0.139,17.825,6.89,59.0,15.09,34.63
-0.046,17.828,6.889,59.0,15.09,34.98
-0.107,17.832,6.889,59.0,15.09,35.38
-0.101,17.835,6.889,59.0,15.09,35.89
-0.117,17.842,6.89,59.0,15.09,36.06
-0.12,17.851,6.894,59.0,15.09,36.15
-0.062,17.858,6.902,59.0,15.09,36.39
-0.09,17.872,6.912,59.0,15.09,36.74
0.019,17.885,6.914,59.0,15.09,37.17
0.039,17.9,6.917,59.0,15.09,37.44
-0.07,17.918,6.922,59.0,15.09,37.53
-0.014,17.936,6.927,59.0,15.09,37.58
0.107,17.956,6.932,72.0,15.09,37.46
0.135,17.989,6.942,72.0,15.09,37.34
-0.039,18.006,6.947,72.0,15.09,37.2
-0.048,18.019,6.95,72.0,15.09,37.05
-0.05,18.041,6.957,72.0,15.09,36.87
-0.053,18.064,6.961,72.0,15.09,36.56
-0.056,18.085,6.964,72.0,15.08,36.32
-0.026,18.107,6.969,72.0,15.08,36.09
0.001,18.127,6.973,72.0,15.08,35.9
-0.055,18.147,6.977,72.0,15.08,35.62
0.185,18.167,6.981,72.0,15.08,35.61
-0.027,18.184,6.99,72.0,15.08,35.44
0.018,18.202,7.002,72.0,15.08,35.29
0.117,18.218,7.011,72.0,15.08,35.14
0.2,18.235,7.019,72.0,15.08,34.99
0.017,18.25,7.026,72.0,15.08,34.77
-0.042,18.265,7.035,70.0,15.08,34.64
-0.036,18.28,7.044,70.0,15.08,34.6
-0.054,18.292,7.051,70.0,15.08,34.35
-0.062,18.305,7.057,70.0,15.08,34.14
-0.061,18.316,7.065,70.0,15.08,34.03
-0.055,18.328,7.074,70.0,15.08,33.92
-0.034,18.34,7.082,70.0,15.08,33.81
0.018,18.352,7.093,70.0,15.08,33.67
-0.063,18.364,7.104,70.0,15.08,33.54
0.196,18.379,7.114,70.0,15.07,33.51
-0.024,18.392,7.126,70.0,15.07,33.47
0.012,18.403,7.132,70.0,15.07,33.36
0.102,18.415,7.138,70.0,15.07,33.32
0.224,18.428,7.147,70.0,15.07,33.29
0.074,18.44,7.153,70.0,15.07,33.25
-0.024,18.454,7.152,70.0,15.07,33.19
-0.02,18.466,7.145,61.0,15.07,33.17
-0.036,18.481,7.145,61.0,15.07,33.05
-0.06,18.494,7.149,61.0,15.07,32.87
-0.067,18.506,7.161,61.0,15.07,32.82
-0.068,18.519,7.171,61.0,15.07,32.82
-0.072,18.53,7.175,61.0,15.07,32.86
-0.053,18.543,7.18,61.0,15.07,32.91
-0.022,18.558,7.183,61.0,15.07,32.98
-0.081,18.571,7.183,61.0,15.07,33.06
0.16,18.574,7.186,61.0,15.07,33.16
-0.061,18.566,7.199,61.0,15.07,33.38
-0.038,18.558,7.206,61.0,15.07,33.69
0.041,18.558,7.22,58.0,15.07,34.15
0.137,18.562,7.235,58.0,15.07,34.64
-0.024,18.571,7.247,58.0,15.07,35.01
-0.095,18.575,7.262,58.0,15.07,35.25
-0.08,18.579,7.276,58.0,15.07,35.38
-0.104,18.596,7.286,58.0,15.07,35.67
-0.115,18.611,7.296,58.0,15.07,36.22
-0.116,18.627,7.306,58.0,15.07,36.3
-0.109,18.644,7.316,58.0,15.07,35.97
-0.025,18.658,7.323,58.0,15.07,35.68
-0.103,18.668,7.331,58.0,15.05,35.52
0.131,18.675,7.34,58.0,15.07,35.42
-0.082,18.684,7.35,58.0,15.05,35.4
-0.052,18.69,7.359,58.0,15.05,35.25
0.012,18.695,7.367,58.0,15.05,35.02
0.135,18.7,7.374,64.0,15.05,34.89
0.103,18.705,7.383,64.0,15.05,34.82
-0.054,18.717,7.39,64.0,15.05,34.78
-0.052,18.741,7.397,64.0,15.05,34.72
-0.055,18.772,7.402,64.0,15.05,34.59
-0.072,18.805,7.407,64.0,15.05,34.54
-0.076,18.836,7.412,64.0,15.05,34.41
-0.073,18.912,7.417,64.0,15.05,34.21
-0.132,19.002,7.422,64.0,15.05,34.17
-0.014,19.079,7.425,64.0,15.05,34.16
-0.06,19.138,7.429,64.0,15.05,34.11
0.001,19.168,7.434,64.0,15.05,34.08
-0.054,19.183,7.438,64.0,15.05,34.06
-0.131,19.195,7.441,64.0,15.05,33.97
-0.057,19.214,7.446,64.0,15.04,33.85
0.073,19.23,7.452,60.0,15.04,33.6
0.123,19.248,7.46,60.0,15.04,33.07
-0.061,19.266,7.467,60.0,15.04,32.56
-0.076,19.28,7.479,60.0,15.04,32.25
-0.07,19.287,7.485,60.0,15.04,32.31
-0.078,19.292,7.491,60.0,15.04,32.2
-0.099,19.292,7.496,60.0,15.04,31.81
-0.102,19.262,7.499,60.0,15.04,31.66
-0.086,19.252,7.503,60.0,15.04,31.79
-0.018,19.248,7.506,60.0,15.04,31.96
-0.099,19.241,7.509,60.0,15.04,32.19
0.167,19.245,7.511,60.0,15.04,32.29
-0.071,19.244,7.513,60.0,15.04,32.6
-0.024,19.254,7.516,60.0,15.04,32.93
0.057,19.28,7.518,60.0,15.04,33.54
0.197,19.302,7.52,88.0,15.04,34.14
0.16,19.325,7.522,88.0,15.04,34.7
0.05,19.318,7.525,88.0,15.04,35.24
0.072,19.304,7.526,88.0,15.04,35.65
0.068,19.352,7.53,88.0,15.04,36.08
0.063,19.356,7.532,88.0,15.04,36.38
0.122,19.316,7.532,88.0,15.04,36.68
0.076,19.274,7.532,88.0,15.04,36.49
0.196,19.231,7.522,88.0,15.04,35.95
0.15,19.199,7.511,88.0,15.04,36.19
0.073,19.162,7.512,88.0,15.04,36.33
0.125,19.15,7.504,88.0,15.04,36.11
0.232,19.164,7.502,88.0,15.04,35.55
0.249,19.323,7.499,88.0,15.04,35.21
0.062,19.385,7.496,88.0,15.04,35.11
0.051,19.414,7.489,88.0,15.04,35.02
0.045,19.42,7.482,88.0,15.04,34.68
0.026,19.415,7.478,88.0,15.04,34.0
0.032,19.416,7.491,88.0,15.04,33.6
0.086,19.433,7.495,88.0,15.04,33.55
-0.013,19.463,7.494,88.0,15.04,33.53
0.256,19.496,7.493,75.0,15.03,33.36
0.02,19.529,7.49,75.0,15.04,33.26
0.059,19.558,7.491,75.0,15.03,32.87
0.151,19.57,7.493,75.0,15.03,32.62
0.275,19.558,7.493,75.0,15.03,32.86
0.134,19.538,7.493,75.0,15.03,33.02
0.033,19.529,7.49,75.0,15.03,32.99
0.041,19.553,7.49,75.0,15.03,32.88
0.023,19.584,7.49,75.0,15.03,32.95
0.03,19.616,7.488,75.0,15.03,33.03
0.081,19.632,7.488,55.0,15.03,33.12
-0.022,19.637,7.486,55.0,15.03,33.24
0.229,19.651,7.485,55.0,15.03,33.33
-0.003,19.671,7.485,55.0,15.03,33.42
0.025,19.693,7.485,55.0,15.03,33.47
0.109,19.709,7.483,55.0,15.02,33.49
0.216,19.724,7.483,55.0,15.02,33.52
0.058,19.743,7.483,55.0,15.02,33.72
-0.034,19.758,7.48,55.0,15.02,34.01
-0.033,19.768,7.48,55.0,15.02,34.37
-0.035,19.776,7.479,55.0,15.02,34.63
0.001,19.785,7.478,55.0,15.02,34.79
-0.095,19.791,7.478,55.0,15.02,35.1
0.178,19.799,7.476,55.0,15.02,35.43
-0.066,19.803,7.475,55.0,15.02,35.79
-0.028,19.806,7.475,55.0,15.02,36.06
0.054,19.811,7.474,55.0,15.02,36.25
0.146,19.817,7.473,55.0,15.02,36.48
0.016,19.824,7.471,55.0,15.02,36.72
-0.039,19.829,7.47,55.0,15.02,36.92
-0.042,19.833,7.47,55.0,15.02,36.97
-0.058,19.835,7.47,55.0,15.02,36.9
0.004,19.838,7.47,55.0,15.02,36.86
-0.055,19.839,7.468,55.0,15.02,36.85
0.084,19.841,7.468,55.0,15.02,36.8
0.026,19.843,7.468,55.0,15.02,36.77
-0.048,19.844,7.466,55.0,15.02,36.74
0.004,19.848,7.465,55.0,15.02,36.69
0.107,19.855,7.465,80.0,15.02,36.66
0.115,19.858,7.466,80.0,15.02,36.63
-0.032,19.858,7.468,80.0,15.02,36.63
-0.037,19.858,7.468,80.0,15.02,36.63
-0.05,19.86,7.468,80.0,15.02,36.57
-0.067,19.86,7.468,80.0,15.02,36.46
-0.02,19.86,7.468,80.0,15.02,36.43
-0.04,19.86,7.47,80.0,15.02,36.42
-0.022,19.862,7.47,80.0,15.02,36.42
0.115,19.863,7.471,80.0,15.02,36.43
-0.057,19.866,7.473,80.0,15.02,36.43
-0.009,19.867,7.473,80.0,15.02,36.42
0.089,19.867,7.474,76.0,15.02,36.41
0.126,19.87,7.475,76.0,15.02,36.41
-0.032,19.867,7.475,76.0,15.02,36.41
-0.055,19.867,7.476,76.0,15.02,36.42
-0.069,19.867,7.478,76.0,15.02,36.39
-0.095,19.866,7.482,76.0,15.02,36.28
-0.103,19.862,7.486,76.0,15.0,36.2
-0.092,19.862,7.49,76.0,15.0,36.1
-0.109,19.862,7.494,76.0,15.0,35.77
-0.117,19.862,7.496,76.0,15.0,35.48
0.141,19.86,7.498,76.0,15.0,35.44
-0.096,19.861,7.499,76.0,15.0,35.32
-0.07,19.863,7.499,76.0,15.0,35.27
0.011,19.866,7.5,70.0,15.0,34.86
0.108,19.868,7.5,70.0,15.0,34.86
-0.018,19.871,7.503,70.0,15.0,34.77
-0.087,19.876,7.504,70.0,15.0,34.9
-0.086,19.878,7.505,70.0,15.0,35.24
